/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Paleointensity of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808945, 
463.070	-0.6636
463.340	-0.5010
463.600	-0.3427
463.870	-0.2109
464.130	-0.1268
464.400	-0.0882
464.660	-0.1067
464.930	-0.1554
465.190	-0.2346
465.460	-0.3468
465.720	-0.4462
465.990	-0.5168
466.250	-0.5405
466.520	-0.5011
466.780	-0.4255
467.050	-0.2905
467.310	-0.1457
467.580	-0.0293
467.840	0.0642
468.110	0.1450
468.370	0.2391
468.640	0.3547
468.900	0.4440
469.170	0.5470
469.430	0.6143
469.700	0.6960
469.960	0.7389
470.230	0.7949
470.490	0.8161
470.760	0.8473
471.020	0.8617
471.290	0.8673
471.550	0.8802
471.820	0.8800
472.080	0.8652
472.350	0.8016
472.610	0.7340
474.200	0.5837
474.470	0.4536
474.730	0.3140
475.000	0.2113
475.100	0.1418
475.210	0.0626
475.310	-0.0254
475.420	-0.0954
475.520	-0.1663
475.630	-0.2234
475.730	-0.2436
475.840	-0.2314
475.940	-0.2145
476.050	-0.1608
476.150	-0.1108
476.260	-0.0624
476.360	-0.0094
476.470	0.0474
476.570	0.1119
476.680	0.1812
476.780	0.2323
476.890	0.2253
476.990	0.1814
477.100	0.0377
477.200	-0.1218
477.310	-0.3348
477.410	-0.5676
477.520	-0.7682
477.620	-0.9432
477.730	-1.0435
477.830	-1.0788
477.940	-1.0782
478.040	-1.0312
478.150	-0.9366
478.250	-0.7786
478.360	-0.5819
478.460	-0.3716
478.570	-0.1966
478.670	0.0138
478.780	0.1612
478.880	0.3046
478.990	0.4319
479.090	0.5241
479.200	0.5918
479.300	0.6010
479.410	0.5612
479.510	0.4792
479.620	0.3582
479.720	0.2358
479.830	0.0963
479.930	-0.0754
480.040	-0.2174
480.140	-0.3931
480.250	-0.5656
480.350	-0.7147
480.460	-0.8434
480.560	-0.9302
480.670	-0.9782
480.770	-1.0049
480.880	-1.0216
480.980	-1.0213
481.090	-0.9938
481.190	-0.9447
481.300	-0.8725
481.400	-0.7877
481.510	-0.7142
481.610	-0.6762
481.720	-0.6695
481.820	-0.6840
481.930	-0.6864
482.030	-0.6603
482.140	-0.6283
482.240	-0.5767
482.350	-0.5309
482.450	-0.4940
482.560	-0.4339
482.660	-0.3813
482.770	-0.3211
482.870	-0.2510
482.980	-0.1668
483.080	-0.1159
483.190	-0.0589
483.290	-0.0224
483.400	0.0274
483.500	0.1156
483.610	0.2042
483.710	0.3315
483.820	0.4686
483.920	0.6279
484.030	0.7895
484.130	0.9555
484.240	1.1042
484.340	1.2514
484.450	1.3144
484.550	1.4300
484.660	1.5134
484.760	1.5698
484.870	1.6153
484.970	1.6806
485.080	1.6916
485.180	1.7410
485.290	1.7134
485.390	1.7124
485.500	0.7967
485.600	0.8335
485.710	0.8227
485.810	0.7843
485.920	0.7406
486.020	0.7067
486.130	0.7131
486.230	0.7986
486.340	0.9382
486.440	1.0707
486.550	1.2042
486.650	1.3008
486.760	1.3817
486.860	1.4547
486.970	1.4887
487.070	1.5488
487.180	1.5693
487.280	1.5348
487.390	1.4449
487.490	1.3313
487.600	1.1813
487.700	1.0347
487.810	0.8966
487.910	0.7741
488.020	0.6859
488.120	0.5933
488.230	0.5295
488.330	0.4832
488.440	0.4709
488.540	0.5008
488.650	0.5767
488.750	0.6642
488.860	0.8193
488.960	0.9568
489.070	1.0983
489.170	1.2185
489.280	1.3237
489.380	1.4285
489.490	1.5014
489.590	1.5458
489.700	1.5814
489.800	1.6214
489.910	1.6822
490.010	1.7489
490.120	1.8050
490.220	1.8722
490.330	1.9298
490.430	1.9669
490.540	2.0398
490.640	2.0831
490.750	2.1209
490.850	2.1412
490.960	2.1556
491.060	2.1591
491.170	2.1739
491.270	2.1968
491.380	2.2218
491.480	2.2370
491.590	2.2231
491.690	2.1837
491.800	2.1106
491.900	1.9752
492.010	1.8160
492.110	1.6636
492.220	1.5151
492.320	1.3837
492.430	1.2444
492.530	1.1315
492.640	1.0157
492.740	0.9310
492.850	0.8618
492.950	0.7855
493.060	0.7308
493.160	0.6666
493.270	0.6254
493.370	0.5799
493.480	0.5454
493.580	0.4855
493.690	0.4574
493.790	0.4051
493.900	0.3730
494.000	0.3464
494.100	0.3071
494.210	0.2234
494.310	0.1433
494.420	0.0816
494.520	0.0343
494.630	0.0379
494.730	0.0781
494.840	0.1539
494.940	0.2715
495.050	0.3979
495.150	0.4997
495.260	0.5671
495.360	0.5953
495.470	0.5689
495.570	0.5034
495.680	0.3787
495.780	0.2133
495.890	0.0588
495.990	-0.0424
496.100	-0.0973
496.200	-0.1606
496.310	-0.2233
496.410	-0.3074
496.520	-0.4299
496.620	-0.5347
496.730	-0.6647
496.830	-0.7658
496.940	-0.8650
497.040	-0.9409
497.150	-0.9879
497.250	-1.0043
497.360	-1.0108
497.460	-1.0091
497.570	-1.0225
497.670	-1.0269
497.780	-1.0294
497.880	-1.0089
497.990	-0.9502
498.090	-0.8830
498.200	-0.8112
498.300	-0.7570
498.410	-0.7347
498.510	-0.7497
498.620	-0.7919
498.720	-0.8475
498.830	-0.8944
498.930	-0.9301
499.040	-0.9385
499.140	-0.9377
499.250	-0.9272
499.880	-0.4614
499.980	-0.3785
500.090	-0.3419
500.190	-0.2512
500.300	-0.1664
500.400	-0.0698
500.510	0.0255
500.610	0.1262
500.720	0.2289
500.820	0.2901
500.930	0.3559
501.030	0.3772
501.140	0.3719
501.240	0.3366
501.350	0.2730
501.450	0.2007
501.560	0.1187
501.660	0.0506
501.770	-0.0020
501.870	-0.0493
501.980	-0.0727
502.080	-0.0884
502.190	-0.0907
502.290	-0.0948
502.400	-0.1016
502.500	-0.0726
502.610	-0.0108
502.710	0.1074
502.820	0.2795
502.920	0.4361
503.030	0.5695
503.130	0.6520
503.240	0.7204
503.340	0.8045
503.450	0.8816
503.550	0.9330
503.660	0.9624
503.760	0.9368
503.870	0.8742
503.970	0.7997
504.080	0.7395
504.180	0.6810
504.290	0.6271
504.390	0.5721
504.500	0.5238
504.600	0.4837
504.710	0.4376
504.810	0.4022
504.920	0.3718
505.020	0.3428
505.130	0.3200
505.230	0.2930
505.340	0.2683
505.440	0.2728
505.550	0.2741
505.650	0.2969
505.760	0.3267
505.860	0.3507
505.970	0.3968
506.070	0.4424
506.180	0.5161
506.280	0.5823
506.390	0.6656
506.490	0.7398
506.600	0.8034
506.700	0.8512
506.810	0.8768
506.910	0.8944
507.020	0.9013
507.120	0.9036
507.230	0.9170
507.330	0.9442
507.440	0.9672
507.540	0.9727
507.650	0.9608
507.750	0.9502
507.860	0.9354
507.960	0.9460
508.070	0.9678
508.170	0.9913
508.280	0.9951
508.380	0.9743
508.490	0.9553
508.590	0.9163
508.700	0.8813
508.800	0.8590
508.910	0.8349
509.010	0.8082
509.120	0.7886
509.220	0.7590
509.330	0.7422
509.430	0.7367
509.540	0.7310
509.640	0.7306
509.750	0.7314
509.850	0.7203
509.960	0.7024
510.060	0.6657
510.170	0.6233
510.270	0.5801
510.380	0.5520
510.480	0.5574
510.590	0.5624
510.690	0.5583
510.800	0.5379
510.900	0.5076
511.010	0.5053
511.110	0.5145
511.220	0.5476
511.320	0.6258
511.430	0.7513
511.530	0.9006
511.640	1.0547
511.740	1.1226
511.850	1.1073
511.950	1.0082
512.060	0.9113
512.160	0.8346
512.270	0.8243
512.370	0.8330
512.480	0.8589
512.580	0.8837
512.690	0.9279
512.790	0.9947
512.900	1.0508
513.000	1.0814
513.090	1.0875
513.190	1.0526
513.280	0.9483
513.370	0.8697
513.470	0.8296
513.560	0.8458
513.660	0.8769
513.750	0.9247
513.840	0.9430
513.940	0.9341
514.030	0.8881
514.130	0.8275
514.220	0.7698
514.310	0.7310
514.410	0.6794
514.500	0.6023
514.590	0.4770
514.690	0.2902
514.780	0.0730
515.340	0.8817
515.440	0.9808
515.530	1.0029
515.620	0.9799
515.720	0.9001
515.810	0.8020
515.910	0.6862
516.000	0.5569
516.090	0.4269
516.190	0.3034
516.280	0.1987
516.380	0.1408
516.470	0.1192
516.560	0.1188
516.660	0.1541
516.750	0.2110
516.840	0.2743
516.940	0.3483
517.030	0.4155
517.120	0.4650
517.220	0.4868
517.310	0.4721
517.410	0.4177
517.500	0.3306
517.590	0.2692
517.690	0.2469
517.780	0.2727
517.870	0.3237
517.970	0.3652
518.060	0.4080
518.160	0.4285
518.250	0.4314
518.340	0.4393
518.440	0.4501
518.530	0.4747
518.620	0.5040
518.720	0.5260
518.810	0.5224
518.910	0.5049
519.000	0.4686
519.090	0.4280
519.190	0.4243
519.280	0.4204
519.370	0.4128
519.470	0.3659
519.560	0.2967
519.660	0.2227
519.750	0.1714
519.840	0.1362
519.940	0.1284
520.030	0.1179
520.120	0.0864
520.220	0.0100
520.310	-0.0917
520.410	-0.1884
520.500	-0.2942
520.590	-0.4115
520.690	-0.5237
520.780	-0.6154
520.880	-0.6784
520.970	-0.7173
521.060	-0.7576
521.160	-0.8063
521.250	-0.8490
521.340	-0.8915
521.440	-0.9084
521.530	-0.9234
521.630	-0.9360
521.720	-0.9454
521.810	-0.9538
521.910	-0.9740
522.000	-0.9903
522.090	-0.9953
522.190	-0.9860
522.280	-0.9709
522.370	-0.9513
522.470	-0.9463
522.560	-0.9544
522.660	-0.9591
522.750	-0.9662
522.840	-0.9589
522.940	-0.9590
523.030	-0.9552
523.130	-0.9490
523.220	-0.9343
523.310	-0.9119
523.410	-0.8714
523.500	-0.8128
523.590	-0.7318
523.690	-0.6739
523.780	-0.5992
523.880	-0.5452
523.970	-0.5127
524.060	-0.4941
524.160	-0.5300
524.250	-0.5578
524.340	-0.5963
524.440	-0.6120
524.530	-0.6046
524.620	-0.5882
524.720	-0.5449
524.810	-0.5139
524.910	-0.5060
525.000	-0.5235
525.090	-0.5623
525.190	-0.6267
525.280	-0.6966
525.380	-0.7764
525.470	-0.8444
525.560	-0.8998
525.660	-0.9536
525.750	-0.9807
525.840	-0.9861
525.940	-1.0065
526.030	-1.0017
526.120	-0.9848
526.220	-0.9605
526.310	-0.9193
526.410	-0.8826
526.500	-0.8398
526.590	-0.8172
526.690	-0.8165
526.780	-0.8402
526.870	-0.8714
526.970	-0.9246
527.060	-0.9681
527.160	-1.0259
527.250	-1.0677
527.340	-1.0584
527.440	-1.0018
527.530	-0.9065
527.620	-0.8328
527.720	-0.7670
527.810	-0.7266
527.910	-0.6978
528.000	-0.6655
528.090	-0.6336
528.190	-0.6248
528.280	-0.6187
528.370	-0.6232
528.470	-0.6441
528.560	-0.6686
528.660	-0.7109
528.750	-0.7453
528.840	-0.7775
529.410	-1.0250
529.500	-0.9569
529.590	-0.9404
529.690	-0.9623
529.780	-0.9902
529.870	-1.0103
529.970	-1.0136
530.060	-0.9895
530.160	-0.9621
530.250	-0.9239
530.340	-0.8650
530.440	-0.8150
530.530	-0.7512
530.630	-0.6950
530.720	-0.6581
530.810	-0.6485
530.910	-0.6378
531.000	-0.6528
531.090	-0.6552
531.190	-0.6652
531.280	-0.6658
531.380	-0.6709
531.470	-0.6832
531.560	-0.7185
531.660	-0.7386
531.750	-0.5133
531.840	-0.5065
531.940	-0.4902
532.030	-0.4854
532.120	-0.4907
532.220	-0.5014
532.310	-0.5296
532.410	-0.5729
532.500	-0.6092
532.590	-0.6443
532.690	-0.6534
532.780	-0.6402
532.880	-0.5818
532.970	-0.5344
533.060	-0.4802
533.160	-0.4509
533.250	-0.4325
533.340	-0.4537
533.440	-0.4971
533.530	-0.5549
533.620	-0.6178
533.720	-0.6990
533.810	-0.7730
533.910	-0.8506
534.000	-0.9142
534.170	-0.9747
534.350	-1.0589
534.520	-1.1425
534.700	-1.2038
534.870	-1.2348
535.050	-1.2343
535.220	-1.2205
535.390	-1.2086
535.570	-1.2029
535.740	-1.1892
535.920	-1.1725
536.090	-1.1552
536.270	-1.1241
536.440	-1.0923
536.610	-1.0664
536.790	-1.0482
536.960	-1.0488
537.140	-1.0447
537.310	-1.0205
537.480	-0.9967
537.660	-0.9496
537.830	-0.9141
538.010	-0.8667
538.180	-0.8194
538.360	-0.7838
538.530	-0.7658
538.700	-0.7588
538.880	-0.7822
539.050	-0.8181
539.230	-0.8649
539.400	-0.9222
539.580	-0.9802
540.450	-1.8133
540.620	-1.8789
540.800	-1.9266
540.970	-1.9539
541.140	-1.9539
541.320	-1.9327
541.490	-1.8913
541.670	-1.8004
541.840	-1.6798
542.020	-1.5173
542.190	-1.3747
542.360	-1.2391
542.540	-1.1276
542.710	-0.9935
542.890	-0.8966
543.060	-0.8759
543.230	-0.9429
543.410	-1.0551
543.580	-1.1373
543.760	-1.1183
543.930	-0.9875
544.110	-0.8106
544.280	-0.6398
544.450	-0.5278
544.630	-0.4880
544.800	-0.4958
544.980	-0.5165
545.150	-0.5490
545.330	-0.5669
545.500	-0.5913
545.670	-0.5820
545.850	-0.4574
546.020	-0.2210
546.200	0.0413
546.370	0.2399
546.550	0.4407
546.720	0.6076
546.890	0.8184
547.070	0.9623
547.240	1.0746
547.420	1.1209
547.590	1.1264
547.770	1.1160
547.940	1.1137
548.110	1.1286
548.290	1.1147
548.460	1.0765
548.640	1.0066
548.810	0.8958
548.980	0.7864
549.160	0.6933
549.330	0.6461
549.510	0.6715
549.680	0.7634
549.860	0.8821
550.030	1.0135
550.200	1.0591
550.380	1.0274
550.550	0.9259
550.730	0.7601
550.900	0.5766
551.080	0.3612
551.250	0.1741
551.420	0.0108
551.600	-0.1191
551.770	-0.2028
551.950	-0.2221
552.120	-0.1707
552.300	-0.0695
552.470	0.0398
552.640	0.1316
552.820	0.1670
552.990	0.1547
553.170	0.1308
553.340	0.0937
553.520	0.0675
553.690	0.0601
553.860	0.0468
554.040	0.0515
554.210	0.0473
554.390	0.0628
554.560	0.0953
554.730	0.1160
554.910	0.1122
555.080	0.0654
555.260	-0.0460
555.430	-0.1792
555.610	-0.3108
555.780	-0.4043
555.950	-0.4994
556.130	-0.5719
556.300	-0.6293
556.480	-0.6428
556.650	-0.5992
556.830	-0.5179
557.000	-0.4360
557.170	-0.3602
557.350	-0.3386
557.520	-0.3620
557.700	-0.4218
557.870	-0.5063
558.050	-0.5900
558.220	-0.6353
558.390	-0.6598
558.570	-0.6553
558.740	-0.6506
558.920	-0.6275
559.090	-0.5874
559.270	-0.5497
559.440	-0.5455
559.610	-0.5793
559.790	-0.6137
559.960	-0.6293
560.140	-0.6023
560.310	-0.5522
560.480	-0.4871
560.660	-0.4340
560.830	-0.3724
561.010	-0.3162
561.180	-0.2668
561.360	-0.2040
561.530	-0.1106
561.700	0.0273
561.880	0.1807
562.050	0.3208
562.230	0.3862
562.400	0.3890
562.580	0.3703
562.750	0.3562
562.920	0.3524
563.100	0.3209
563.270	0.3134
563.450	0.3046
563.620	0.3318
563.800	0.3711
563.970	0.4290
564.140	0.5073
564.320	0.6386
564.490	0.7994
564.670	0.9782
564.840	1.1401
565.020	1.2635
565.190	1.3483
565.360	1.3909
565.540	1.4008
566.580	1.7503
566.760	1.7570
566.930	1.6988
567.110	1.6193
567.280	1.5361
567.450	1.4377
567.630	1.3365
567.800	1.2451
567.980	1.2043
568.150	1.2437
568.330	1.3669
568.500	1.5701
568.670	1.7852
568.850	1.9601
569.020	2.0822
569.200	2.1333
569.370	2.1534
569.550	2.1264
569.720	2.0935
569.890	2.0223
570.070	1.9442
570.240	1.8755
570.420	1.8862
570.590	1.9201
570.770	1.9855
570.940	2.0160
571.110	2.0146
571.290	1.9650
571.460	1.8649
571.640	1.7431
571.810	1.6083
571.980	1.4972
572.160	1.4000
572.330	1.2897
572.510	1.1556
572.680	1.0235
572.860	0.9128
573.030	0.8096
573.200	0.7486
573.380	0.6668
573.550	0.6171
573.730	0.5579
573.900	0.5466
574.080	0.5576
574.250	0.5778
574.420	0.6104
574.600	0.6064
574.770	0.5913
574.950	0.5732
575.120	0.5816
575.300	0.6404
575.470	0.7396
575.640	0.8668
575.820	0.9636
575.990	1.0502
576.170	1.0947
576.340	1.1201
576.520	1.1152
576.690	1.0790
576.860	1.0013
577.040	0.9052
577.210	0.8017
577.390	0.7188
577.560	0.6653
577.730	0.6551
577.910	0.6894
578.080	0.7676
578.260	0.8659
578.430	0.9819
578.610	1.0308
578.780	1.0885
578.950	1.1116
579.130	1.1080
579.300	1.1070
579.480	1.0885
579.650	1.0701
579.830	1.0612
580.000	1.0286
580.160	0.9954
580.310	0.9359
580.470	0.8454
580.630	0.7534
580.780	0.6845
580.940	0.6511
581.100	0.6642
581.250	0.6869
581.410	0.7183
581.570	0.7297
581.730	0.7336
581.880	0.7255
582.040	0.6888
582.200	0.6525
582.350	0.5715
582.510	0.4770
582.670	0.3808
582.820	0.2950
582.980	0.2435
583.140	0.2495
583.290	0.2617
583.450	0.2807
583.610	0.2871
583.760	0.2690
583.920	0.2198
584.080	0.1526
584.240	0.0486
584.390	-0.0612
584.550	-0.1384
584.710	-0.1810
584.860	-0.1847
585.020	-0.1801
585.180	-0.1575
585.330	-0.1333
585.490	-0.1219
585.650	-0.1376
585.800	-0.1675
585.960	-0.2181
586.120	-0.2775
586.270	-0.3297
586.430	-0.3603
586.590	-0.3668
586.750	-0.3489
586.900	-0.3341
587.060	-0.3611
587.220	-0.4212
587.370	-0.4783
587.530	-0.4919
587.690	-0.4729
587.840	-0.4468
588.000	-0.4466
588.160	-0.4929
588.310	-0.5911
588.470	-0.7162
588.630	-0.8661
588.780	-1.0113
588.940	-1.1411
589.100	-1.2510
589.250	-1.3310
589.410	-1.3832
589.570	-1.4307
589.730	-1.4776
589.880	-1.5169
590.040	-1.5366
590.200	-1.4978
590.350	-1.3272
590.510	-1.1065
591.450	-0.5732
591.610	-0.5457
591.760	-0.5915
591.920	-0.6418
592.080	-0.7204
592.240	-0.8326
592.390	-0.9505
592.550	-1.0528
592.710	-1.1265
592.860	-1.1865
593.020	-1.2258
593.180	-1.2465
593.330	-1.2325
593.490	-1.1993
593.650	-1.1305
593.800	-1.0346
593.960	-0.9007
594.120	-0.7549
594.270	-0.6484
594.430	-0.5735
594.590	-0.5226
594.750	-0.4664
594.900	-0.4131
595.060	-0.3611
595.220	-0.3198
595.370	-0.3050
595.530	-0.2828
595.690	-0.2729
595.840	-0.2623
596.000	-0.2409
596.200	-0.2070
596.400	-0.1448
596.600	-0.0668
596.800	0.0163
597.000	0.1084
597.200	0.1727
597.400	0.2029
597.600	0.2053
597.800	0.1976
598.000	0.1632
598.200	0.1265
598.400	0.0866
598.600	0.0725
598.800	0.0981
599.000	0.1537
599.200	0.2001
599.400	0.2306
599.600	0.2700
599.800	0.3394
600.000	0.4478
600.200	0.5586
600.400	0.6582
600.600	0.7453
600.800	0.8022
601.000	0.8318
601.200	0.8581
601.400	0.8946
601.600	0.9578
601.800	1.0305
602.000	1.0973
602.200	1.1709
602.400	1.2422
602.600	1.2990
602.800	1.3433
603.000	1.3757
603.200	1.4031
603.400	1.4337
603.600	1.4578
603.800	1.4626
604.000	1.4466
604.200	1.4160
604.400	1.3799
604.600	1.3649
604.800	1.3619
605.000	1.3528
605.200	1.3039
605.400	1.2181
605.600	1.0498
605.800	0.8829
606.000	0.7146
606.200	0.5914
606.400	0.5406
606.600	0.5398
606.800	0.5527
607.000	0.5757
607.200	0.5628
607.400	0.5131
607.600	0.4390
607.800	0.3600
608.000	0.2805
608.200	0.2120
608.400	0.1542
608.600	0.1214
608.800	0.0905
609.000	0.0570
609.200	0.0069
609.400	-0.0798
609.600	-0.1877
609.800	-0.3172
610.000	-0.4760
610.200	-0.6398
610.400	-0.7956
610.600	-0.9174
610.800	-0.9800
611.000	-0.9484
611.200	-0.8785
611.400	-0.7948
611.600	-0.7401
611.800	-0.7213
612.000	-0.7365
612.200	-0.7714
612.400	-0.8104
612.600	-0.8637
612.800	-0.9282
613.000	-0.9964
613.200	-1.0635
613.400	-1.1150
613.600	-1.1565
613.800	-1.1827
614.000	-1.1956
614.200	-1.2137
614.400	-1.2319
614.600	-1.2455
614.800	-1.2433
615.000	-1.2096
615.200	-1.1805
615.400	-1.1440
615.600	-1.1094
615.800	-1.0745
616.000	-1.0180
616.200	-0.9327
616.400	-0.8262
616.600	-0.7125
616.800	-0.5889
617.000	-0.4965
617.200	-0.3929
617.400	-0.2982
617.600	-0.2164
617.800	-0.1395
618.000	-0.0943
618.200	-0.1913
618.400	-0.1624
618.600	-0.1651
618.800	-0.1544
619.000	-0.1599
619.200	-0.1301
619.400	-0.0986
620.000	-0.2524
620.200	-0.1354
620.400	-0.0173
620.600	0.0650
620.800	0.1275
621.000	0.2037
621.200	0.3017
621.400	0.3946
621.600	0.4612
621.800	0.5130
622.000	0.5484
622.180	0.5861
622.350	0.6281
622.530	0.6705
622.710	0.7012
622.890	0.7440
623.060	0.7671
623.240	0.7860
623.420	0.7903
623.590	0.7449
623.770	0.6880
623.950	0.5791
624.120	0.4746
624.300	0.3711
624.480	0.2885
624.660	0.2449
624.830	0.2476
625.010	0.2572
625.190	0.2609
625.360	0.3412
625.540	0.5979
625.720	0.9818
625.900	1.3831
626.070	1.5786
626.250	1.5807
626.430	1.4435
626.600	1.2349
626.780	0.9524
626.960	0.6182
627.140	0.1941
627.310	-0.3305
627.490	-0.9158
627.670	-1.4096
627.840	-1.6069
628.020	-1.3500
628.200	-0.9411
628.370	-0.6268
628.550	-0.4812
628.730	-0.4148
628.910	-0.3620
629.080	-0.3464
629.260	-0.3302
629.440	-0.3422
629.610	-0.4203
629.790	-0.5693
629.970	-0.7247
630.150	-0.8181
630.320	-0.8060
630.500	-0.7742
630.680	-0.7390
630.850	-0.6342
631.030	-0.4519
631.210	-0.2633
631.390	-0.1892
631.560	-0.1692
631.740	-0.2214
631.920	-0.2930
632.090	-0.3637
632.270	-0.4058
632.450	-0.4272
632.620	-0.4583
632.800	-0.4782
632.980	-0.4977
633.160	-0.5129
633.330	-0.5325
633.510	-0.5651
633.690	-0.6271
633.860	-0.7063
634.040	-0.8089
634.220	-0.9074
634.400	-0.9776
634.570	-1.0134
634.750	-1.0067
634.930	-0.9573
635.100	-0.8649
635.280	-0.7343
635.460	-0.5827
635.640	-0.4140
635.810	-0.2639
635.990	-0.1058
636.170	0.0291
636.340	0.1352
636.520	0.2062
636.700	0.2632
636.880	0.3063
637.050	0.3181
637.230	0.2591
637.410	0.1645
637.580	-0.1004
637.760	-0.3788
637.940	-0.5999
638.110	-0.6703
638.290	-0.5653
638.470	-0.3343
638.650	-0.1277
638.820	0.0386
639.000	0.1284
639.180	0.1252
639.350	0.0856
639.530	0.0381
639.710	-0.0063
639.890	-0.0281
640.060	-0.0526
640.240	-0.0597
640.420	-0.1195
640.590	-0.2190
640.770	-0.3358
640.950	-0.4365
641.120	-0.4554
641.300	-0.4052
641.480	-0.3372
641.660	-0.2846
641.830	-0.2307
642.010	-0.1603
642.190	-0.0115
642.360	0.1903
642.540	0.4125
642.720	0.6341
642.900	0.8476
643.070	1.0577
643.250	1.2370
643.430	1.3903
643.600	1.4971
643.780	1.5805
643.960	1.6350
644.140	1.6391
644.310	1.6142
644.490	1.5961
644.670	1.5919
644.840	1.6269
645.020	1.6891
645.200	1.7785
645.370	1.8612
645.550	1.8885
645.730	1.8701
646.790	0.7572
646.970	0.8060
647.150	0.7781
647.320	0.7431
647.500	0.6644
647.680	0.5448
647.850	0.4273
648.030	0.3418
648.210	0.2874
648.390	0.2735
648.560	0.3134
648.740	0.3825
648.920	0.4831
649.090	0.5887
649.270	0.6569
649.450	0.6946
649.630	0.7272
649.800	0.7592
649.980	0.7860
650.160	0.8246
650.330	0.8573
650.510	0.8740
650.690	0.8642
650.860	0.8463
651.040	0.8225
651.220	0.8095
651.400	0.8454
651.570	0.9144
651.750	1.0031
651.930	1.0641
652.100	1.1201
652.280	1.1646
652.460	1.1857
652.640	1.1699
652.810	1.1329
652.990	1.0776
653.170	0.9888
653.340	0.8848
653.520	0.7923
653.700	0.7511
653.880	0.7600
654.050	0.8269
654.230	0.9040
654.410	0.9473
654.580	1.0011
654.760	1.0600
654.940	1.1280
655.110	1.1811
655.290	1.2199
655.470	1.2694
655.650	1.3048
655.820	1.3635
656.000	1.4491
656.180	1.5455
656.350	1.6355
656.530	1.7069
656.710	1.7535
656.890	1.7585
657.060	1.7519
657.240	1.7389
657.420	1.7166
657.590	1.6651
657.770	1.5947
657.950	1.5085
658.120	1.4353
658.300	1.3951
658.480	1.3712
658.660	1.3451
658.830	1.3227
659.010	1.2896
659.190	1.2676
659.360	1.2596
659.540	1.2652
659.720	1.2874
659.900	1.2897
660.070	1.2724
660.250	1.2623
660.430	1.2458
660.600	1.2528
660.780	1.2448
660.960	1.2186
661.140	1.2095
661.310	1.2224
661.490	1.2105
661.670	1.1791
661.840	1.0949
662.020	1.0234
662.200	0.9527
662.370	0.9119
662.550	0.9374
662.730	0.9676
662.910	0.9937
663.080	1.0481
663.260	1.1178
663.440	1.2210
663.610	1.3205
663.790	1.4369
663.970	1.5189
664.150	1.5544
664.320	1.5350
664.500	1.5493
664.680	1.5568
664.850	1.5247
665.030	1.4400
665.210	1.3490
665.390	1.2897
665.560	1.3165
665.740	1.4261
665.920	1.5812
666.090	1.7073
666.270	1.7847
666.450	1.8174
666.620	1.8305
666.800	1.8380
666.980	1.8391
667.160	1.8572
667.330	1.8905
667.510	1.9361
667.690	1.9526
667.860	1.8888
668.040	1.7553
668.220	1.5679
668.400	1.3738
668.570	1.2900
668.750	1.3836
668.930	1.6496
669.100	1.8537
669.280	2.0041
669.460	2.0681
669.640	2.0265
669.810	1.9982
669.990	1.9066
670.170	1.7583
670.340	1.5838
670.520	1.3841
670.700	1.2779
670.880	1.2341
671.050	1.2913
671.230	1.4068
671.410	1.5243
671.580	1.6207
671.760	1.6613
671.940	1.6195
672.110	1.5073
672.290	1.3526
673.350	0.0334
673.530	0.2320
673.710	0.4054
673.890	0.4899
674.060	0.5198
674.240	0.5328
674.420	0.5337
674.590	0.5448
674.770	0.5574
674.950	0.5812
675.130	0.6300
675.300	0.7004
675.480	0.7272
675.660	0.6516
675.830	0.4785
676.010	0.2473
676.190	0.0133
676.360	-0.1006
676.540	-0.1099
676.720	-0.0385
676.900	0.0745
677.070	0.1991
677.250	0.3260
677.430	0.4401
677.600	0.5192
677.780	0.5746
677.960	0.5919
678.140	0.5930
678.310	0.5637
678.490	0.5215
678.670	0.4552
678.840	0.3671
679.020	0.2692
679.200	0.1727
679.380	0.0517
679.550	-0.0438
679.730	-0.1040
679.910	-0.1431
680.080	-0.1756
680.260	-0.2140
680.440	-0.2587
680.610	-0.3099
680.790	-0.3799
680.970	-0.4890
681.150	-0.6318
681.320	-0.7964
681.500	-0.9524
681.680	-1.0776
681.850	-1.1708
682.030	-1.2334
682.210	-1.2749
682.390	-1.3033
682.560	-1.3520
682.740	-1.3766
682.920	-1.3680
683.090	-1.3427
683.270	-1.3109
683.450	-1.2883
683.620	-1.2754
683.800	-1.2648
683.980	-1.2654
684.160	-1.2687
684.330	-1.2785
684.510	-1.2883
684.690	-1.3090
684.860	-1.3298
685.040	-1.3636
685.220	-1.3845
685.400	-1.3974
685.570	-1.3699
685.750	-1.3045
685.930	-1.2287
686.100	-1.1338
686.280	-1.0497
686.460	-0.9660
686.640	-0.8933
686.810	-0.8210
686.990	-0.7763
687.170	-0.7558
687.340	-0.7417
687.520	-0.7041
687.700	-0.6590
687.870	-0.5858
688.050	-0.4810
688.230	-0.3570
688.410	-0.2166
688.580	-0.0583
688.760	0.1060
688.940	0.2492
689.110	0.3644
689.290	0.4732
689.470	0.5276
689.650	0.5700
689.820	0.5702
690.000	0.5488
690.100	0.5149
690.200	0.4491
690.310	0.3865
690.410	0.3485
690.510	0.3218
690.610	0.3674
