/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a laser particle counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695985, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 3188.90 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Stocker, Thomas F (https://orcid.org/0000-0003-1245-2728, thomas.stocker@climate.unibe.ch) * METHOD/DEVICE: Laser particle counter, KLOTZ
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10326 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
1389.30	101.165	74.34
1389.85	101.216	65.52
1390.40	101.266	65.24
1390.95	101.315	74.73
1391.50	101.363	116.04
1392.05	101.410	82.24
1392.60	101.458	61.53
1393.15	101.509	64.82
1393.70	101.561	97.30
1394.25	101.614	88.68
1394.80	101.667	70.49
1395.35	101.720	93.03
1395.90	101.772	118.20
1396.45	101.825	72.12
1397.00	101.878	55.51
1397.55	101.930	63.47
1398.10	101.982	65.41
1398.65	102.038	83.64
1399.20	102.091	49.16
1399.75	102.144	66.52
1400.30	102.196	62.82
1400.85	102.252	60.26
1401.40	102.312	58.75
1401.95	102.368	70.95
1402.50	102.423	83.38
1403.05	102.479	137.18
1403.60	102.535	96.04
1404.15	102.590	62.91
1404.70	102.647	71.62
1405.25	102.702	78.39
1405.80	102.760	97.90
1406.35	102.819	137.55
1406.90	102.878	115.66
1407.45	102.935	98.72
1408.00	102.991	100.23
1408.55	103.052	119.70
1409.10	103.113	129.24
1409.65	103.175	137.96
1410.20	103.234	167.60
1410.75	103.302	209.78
1411.30	103.368	192.31
1411.85	103.433	194.34
1412.40	103.503	126.25
1412.95	103.571	148.55
1413.50	103.637	153.51
1414.05	103.705	124.33
1414.60	103.770	123.25
1415.15	103.836	131.01
1415.70	103.898	146.36
1416.25	103.961	122.20
1416.80	104.022	113.50
1417.35	104.083	151.15
1417.90	104.150	104.45
1418.45	104.212	95.62
1419.00	104.270	80.64
1419.55	104.330	84.10
1420.10	104.392	89.50
1420.65	104.453	95.33
1421.20	104.512	64.15
1421.75	104.572	98.21
1422.30	104.633	63.19
1422.85	104.692	81.49
1423.40	104.748	77.03
1423.95	104.804	78.27
1424.50	104.861	72.39
1425.05	104.918	87.16
1425.60	104.975	76.89
1426.15	105.033	80.93
1426.70	105.086	90.45
1427.25	105.143	60.55
1427.80	105.204	60.11
1428.35	105.264	62.97
1428.90	105.322	60.83
1429.45	105.379	62.74
1430.00	105.438	65.35
1430.55	105.495	58.18
1431.10	105.552	53.68
1431.65	105.608	57.03
1432.20	105.666	44.84
1432.75	105.725	51.60
1433.30	105.785	48.12
1433.85	105.844	52.02
1434.40	105.902	45.52
1434.95	105.956	65.05
1435.50	106.011	96.26
1436.05	106.067	63.34
1436.60	106.122	52.55
1437.15	106.178	52.83
1437.70	106.234	54.55
1438.25	106.287	55.24
1438.80	106.340	76.63
1439.35	106.394	91.68
1439.90	106.447	43.91
1440.45	106.499	49.31
1441.00	106.550	28.83
1441.55	106.601	54.15
1442.10	106.651	54.11
1442.65	106.704	60.00
1443.20	106.759	86.17
1443.75	106.818	46.97
1444.30	106.876	37.88
1444.85	106.933	44.98
1445.40	106.988	39.16
1445.95	107.046	88.46
1446.50	107.103	60.91
1447.05	107.162	61.12
1447.60	107.223	79.34
1448.15	107.283	56.70
1448.70	107.343	55.04
1449.25	107.406	76.75
1449.80	107.468	53.50
1450.35	107.530	86.88
1450.90	107.590	70.78
1451.45	107.653	80.67
1452.00	107.717	74.38
1452.55	107.781	90.98
1453.10	107.849	91.79
1453.65	107.917	85.68
1454.20	107.986	92.86
1454.75	108.056	114.62
1455.30	108.125	157.87
1455.85	108.195	172.13
1456.40	108.267	182.48
1456.95	108.340	156.99
1457.50	108.416	177.40
1458.05	108.487	117.22
1458.60	108.561	128.76
1459.15	108.632	121.61
1459.70	108.705	117.77
1460.25	108.776	119.48
1460.80	108.851	96.14
1461.35	108.922	125.09
1461.90	108.994	127.58
1462.45	109.072	107.02
1463.00	109.143	79.04
1463.55	109.211	111.31
1464.10	109.280	89.30
1464.65	109.349	97.56
1465.20	109.416	82.23
1465.75	109.490	126.49
1466.30	109.557	94.77
1466.85	109.624	61.22
1467.40	109.690	78.39
1467.95	109.756	106.22
1468.50	109.822	88.05
1469.05	109.885	114.26
1469.60	109.957	84.45
1470.15	110.025	118.57
1470.70	110.085	94.07
1471.25	110.151	120.00
1471.80	110.222	106.38
1472.35	110.290	133.68
1472.90	110.356	99.74
1473.45	110.419	153.61
1474.00	110.482	105.39
1474.55	110.548	117.20
1475.10	110.614	61.67
1475.65	110.681	78.00
1476.20	110.747	71.55
1476.75	110.811	126.67
1477.30	110.877	73.66
1477.85	110.940	75.70
1478.40	111.005	88.63
1478.95	111.071	62.66
1479.50	111.136	64.35
1480.05	111.200	80.61
1480.60	111.263	85.01
1481.15	111.330	58.51
1481.70	111.400	43.76
1482.25	111.465	82.77
1482.80	111.532	81.50
1483.35	111.598	66.70
1483.90	111.662	89.07
1484.45	111.729	195.28
1485.00	111.797	51.48
1485.55	111.865	55.56
1486.10	111.932	46.94
1486.65	111.997	39.13
1487.20	112.066	41.95
1487.75	112.135	34.20
1488.30	112.199	43.42
1488.85	112.263	40.82
1489.40	112.330	40.21
1489.95	112.400	59.66
1490.50	112.464	35.60
1491.05	112.527	38.04
1491.60	112.592	21.75
1492.15	112.654	31.28
1492.70	112.714	25.66
1493.25	112.777	50.47
1493.80	112.843	97.14
1494.35	112.907	36.39
1494.90	112.971	17.25
1495.45	113.034	26.75
1496.00	113.097	31.29
1496.55	113.162	28.75
1497.10	113.222	49.89
1497.65	113.281	34.04
1498.20	113.342	23.20
1498.75	113.403	33.00
1499.30	113.466	36.42
1499.85	113.531	34.21
1500.40	113.592	23.91
1500.95	113.652	76.65
1501.50	113.716	41.11
1502.05	113.776	73.79
1502.60	113.833	46.29
1503.15	113.889	71.08
1503.70	113.947	41.12
1504.25	114.004	51.81
1504.80	114.060	17.49
1505.35	114.116	27.78
1505.90	114.170	25.76
1506.45	114.227	36.08
1507.00	114.284	23.69
1507.55	114.342	27.66
1508.10	114.398	20.73
1508.65	114.452	26.68
1509.20	114.509	29.33
1509.75	114.569	30.46
1510.30	114.627	23.07
1510.85	114.684	30.07
1511.40	114.740	48.35
1511.95	114.792	17.82
1512.50	114.844	11.94
1513.05	114.899	17.93
1513.60	114.956	18.19
1514.15	115.010	16.59
1514.70	115.064	14.65
1515.80	115.169	26.19
1516.35	115.223	16.30
1517.45	115.327	12.84
1518.00	115.382	18.27
1518.55	115.436	21.49
1519.10	115.492	13.07
1519.65	115.546	16.30
1520.20	115.599	16.68
1520.75	115.652	19.92
1521.30	115.707	18.31
1521.85	115.762	17.95
1522.40	115.815	31.08
1522.95	115.868	30.16
1523.50	115.922	29.03
1524.05	115.976	15.26
1524.60	116.029	27.88
1525.15	116.085	16.65
1525.70	116.136	17.35
1526.25	116.189	23.16
1526.80	116.248	24.58
1527.35	116.300	30.72
1527.90	116.350	21.09
1528.45	116.400	14.12
1529.00	116.450	14.84
1529.55	116.500	15.74
1530.10	116.550	16.49
1530.65	116.602	18.59
1531.20	116.654	20.43
1531.75	116.704	19.96
1532.30	116.754	14.09
1532.85	116.805	22.62
1533.40	116.856	28.08
1533.95	116.905	20.36
1534.50	116.953	17.63
1535.05	117.001	28.37
1535.60	117.051	41.73
1536.15	117.102	41.88
1536.70	117.149	32.70
1537.25	117.197	43.99
1537.80	117.245	40.18
1538.35	117.293	45.08
1538.90	117.340	37.48
1539.45	117.385	36.15
1540.00	117.433	50.01
1540.55	117.482	63.86
1541.10	117.530	38.87
1541.65	117.577	49.68
1542.20	117.624	56.64
1542.75	117.670	39.57
1543.30	117.717	38.09
1543.85	117.765	52.50
1544.40	117.811	31.37
1544.95	117.857	18.35
1545.50	117.905	19.39
1546.05	117.954	19.37
1546.60	118.001	13.92
1547.15	118.044	20.36
1547.70	118.087	15.44
1548.25	118.129	16.85
1548.80	118.175	20.89
1549.35	118.224	19.46
1549.90	118.271	21.42
1550.45	118.319	17.65
1551.00	118.366	15.12
1551.55	118.412	17.32
1552.10	118.456	19.04
1552.65	118.501	19.00
1553.20	118.549	29.17
1553.75	118.595	25.98
1554.30	118.643	23.25
1554.85	118.691	46.56
1555.40	118.738	41.49
1555.95	118.782	27.72
1556.50	118.829	27.43
1557.05	118.874	21.21
1557.60	118.918	15.83
1558.15	118.962	23.81
1558.70	119.005	13.31
1559.25	119.048	23.26
1559.80	119.092	34.19
1560.35	119.136	49.49
1560.90	119.182	30.36
1561.45	119.227	50.59
1562.00	119.272	45.32
1562.55	119.317	88.35
1563.10	119.363	46.42
1563.65	119.408	43.78
1564.20	119.455	39.40
1564.75	119.501	44.32
1565.30	119.544	46.15
1565.85	119.588	42.82
1566.40	119.630	42.78
1566.95	119.675	48.90
1567.50	119.719	35.29
1568.05	119.760	40.87
1568.60	119.801	32.38
1569.15	119.844	89.62
1569.70	119.888	35.50
1570.25	119.931	55.03
1570.80	119.977	55.08
1571.35	120.023	65.63
1571.90	120.067	53.11
1572.45	120.110	51.69
1573.00	120.153	50.54
1573.55	120.195	82.11
1574.10	120.239	78.64
1574.65	120.279	24.49
1575.20	120.320	30.15
1575.75	120.362	30.09
1576.30	120.404	45.70
1576.85	120.448	43.22
1577.40	120.491	32.00
1577.95	120.533	37.19
1578.50	120.576	39.91
1579.05	120.620	25.60
1579.60	120.664	17.40
1580.15	120.707	23.42
1580.70	120.750	60.64
1581.25	120.793	14.28
1581.80	120.833	13.23
1582.35	120.875	25.95
1582.90	120.917	16.62
1583.45	120.958	13.23
1584.00	120.999	11.04
1584.55	121.040	16.18
1585.10	121.078	14.92
1585.65	121.121	16.53
1586.20	121.162	10.25
1586.75	121.203	15.37
1587.30	121.244	12.12
1587.85	121.286	35.80
1588.40	121.328	13.36
1588.95	121.370	11.91
1589.50	121.412	13.10
1590.05	121.453	15.81
1590.60	121.492	14.22
1591.15	121.532	15.14
1591.70	121.570	11.68
1592.25	121.611	14.37
1592.80	121.653	12.61
1593.35	121.693	17.45
1593.90	121.732	25.53
1594.45	121.773	14.39
1595.00	121.814	13.16
1595.55	121.855	14.62
1596.10	121.895	14.78
1596.65	121.937	22.31
1597.20	121.982	16.45
1597.75	122.025	16.73
1598.30	122.068	18.09
1598.85	122.110	13.28
1599.40	122.152	13.25
1599.95	122.195	25.97
1600.50	122.237	19.28
1601.05	122.277	17.91
1601.60	122.316	20.40
1602.15	122.356	13.69
1602.70	122.395	14.09
1603.25	122.435	11.77
1603.80	122.478	13.23
1604.35	122.519	10.45
1604.90	122.560	10.28
1605.45	122.601	9.22
1606.00	122.641	11.31
1606.55	122.681	9.95
1607.10	122.721	17.31
1607.65	122.761	15.51
1608.20	122.801	15.14
1608.75	122.840	17.88
1609.30	122.878	16.88
1609.85	122.918	13.88
1610.40	122.958	16.65
1610.95	122.999	13.58
1611.50	123.038	11.19
1612.05	123.078	15.83
1612.60	123.118	16.69
1613.15	123.160	15.74
1613.70	123.202	11.43
1614.25	123.242	22.97
1614.80	123.281	13.20
1615.35	123.323	23.41
1615.90	123.364	16.77
1616.45	123.405	32.52
1617.00	123.446	11.53
1617.55	123.486	15.50
1618.10	123.527	17.08
1618.65	123.566	16.81
1619.20	123.607	16.54
1619.75	123.649	16.63
1620.30	123.688	14.51
1620.85	123.726	16.64
1621.40	123.765	12.60
1621.95	123.805	20.41
1622.50	123.845	12.36
1623.05	123.882	19.93
1623.60	123.921	11.54
1624.15	123.961	17.71
1624.70	124.000	25.77
1625.25	124.041	27.99
1625.80	124.086	17.61
1626.35	124.124	10.14
1626.90	124.163	14.87
1627.45	124.200	23.85
1628.00	124.235	15.79
1628.55	124.273	15.97
1629.10	124.309	14.01
1629.65	124.345	14.16
1630.20	124.385	16.82
1630.75	124.424	20.15
1631.30	124.462	17.52
1631.85	124.501	23.61
1632.40	124.542	24.11
1632.95	124.585	22.44
1633.50	124.628	14.00
1634.05	124.670	8.93
1634.60	124.711	11.75
1635.15	124.754	15.15
1635.70	124.799	24.79
1636.25	124.841	15.08
1636.80	124.881	15.53
1637.35	124.920	22.36
1637.90	124.960	14.77
1638.45	125.001	18.17
1639.00	125.043	12.28
1639.55	125.088	18.77
1640.10	125.129	28.08
1640.65	125.172	25.61
1641.20	125.215	22.20
1641.75	125.256	16.76
1642.30	125.297	17.41
1642.85	125.339	23.20
1643.40	125.383	43.44
1643.95	125.424	19.26
1644.50	125.465	28.07
1645.05	125.506	18.97
1645.60	125.546	17.02
1646.15	125.589	14.80
1646.70	125.632	25.58
1647.25	125.674	22.21
1647.80	125.717	34.49
1648.35	125.760	15.74
1648.90	125.803	17.60
1649.45	125.848	21.98
1650.00	125.894	21.58
1650.55	125.935	33.09
1651.10	125.978	20.12
1651.65	126.022	23.90
1652.20	126.064	25.64
1652.75	126.106	16.87
1653.30	126.148	18.35
1653.85	126.189	16.34
1654.40	126.233	14.35
1654.95	126.277	25.44
1655.50	126.318	12.76
1656.05	126.359	14.87
1656.60	126.403	22.29
1657.15	126.448	20.01
1657.70	126.494	18.02
1658.25	126.541	13.46
1658.80	126.583	16.97
1659.35	126.626	17.18
1659.90	126.668	16.09
1660.45	126.708	22.46
1661.00	126.749	16.32
1661.55	126.789	11.55
1662.10	126.827	10.65
1662.65	126.866	14.36
1663.20	126.904	10.82
1663.75	126.940	7.72
1664.30	126.978	11.57
1664.85	127.015	6.50
1665.40	127.053	11.12
1665.95	127.090	13.96
1666.50	127.126	14.62
1667.05	127.164	14.89
1667.60	127.203	7.57
1668.15	127.243	12.96
1668.70	127.281	11.78
1669.25	127.319	17.27
1669.80	127.357	11.80
1670.35	127.397	9.45
1670.90	127.437	14.26
1671.45	127.476	15.94
1672.00	127.512	12.13
1672.55	127.548	13.76
1673.10	127.586	8.93
1673.65	127.622	7.89
1674.20	127.660	11.31
1674.75	127.698	11.71
1675.30	127.735	12.28
1675.85	127.773	18.09
1676.40	127.810	5.19
1676.95	127.846	9.44
1677.50	127.879	6.19
1678.05	127.913	9.62
1678.60	127.947	13.35
1679.15	127.979	6.02
1679.70	128.013	11.38
1680.25	128.047	8.45
1680.80	128.079	7.86
1681.35	128.113	7.59
1681.90	128.147	17.90
1682.45	128.182	13.41
1683.00	128.215	8.46
1683.55	128.249	24.95
1684.10	128.284	13.69
1684.65	128.317	14.58
1685.20	128.349	15.70
1685.75	128.380	9.43
1686.30	128.412	9.81
1686.85	128.443	13.49
1687.40	128.474	13.99
1687.95	128.506	8.24
1688.50	128.537	8.43
1689.05	128.567	8.16
1689.60	128.598	7.67
1690.15	128.631	10.31
1690.70	128.662	9.79
1691.25	128.694	8.97
1691.80	128.726	9.39
1692.35	128.759	6.42
1692.90	128.791	4.60
1693.45	128.822	6.40
1694.00	128.855	5.03
1694.55	128.889	4.36
1695.10	128.922	5.55
1695.65	128.956	5.42
1696.20	128.991	5.52
1696.75	129.024	4.47
1697.30	129.058	4.07
1697.85	129.090	7.58
1698.40	129.125	3.98
1698.95	129.158	10.47
1699.50	129.191	4.60
1700.05	129.224	6.51
1700.60	129.256	4.84
1701.15	129.287	5.01
1701.70	129.323	8.23
1702.25	129.358	19.19
1702.80	129.393	4.27
1703.35	129.425	4.36
1703.90	129.459	9.07
1704.45	129.493	19.94
1705.00	129.526	3.83
1705.55	129.560	6.46
1706.10	129.594	4.16
1706.65	129.627	4.60
1707.20	129.661	10.37
1707.75	129.696	3.14
1708.30	129.734	16.91
1708.85	129.770	3.55
1709.40	129.804	3.71
1709.95	129.838	3.60
1710.50	129.873	2.86
1711.05	129.907	4.07
1711.60	129.941	3.33
1712.15	129.977	4.58
1712.70	130.013	5.84
1713.25	130.049	5.00
1713.80	130.083	4.24
1714.35	130.122	2.94
1714.90	130.158	8.18
1715.45	130.194	7.29
1716.00	130.231	3.43
1716.55	130.268	14.74
1717.10	130.305	2.78
1717.65	130.341	3.30
1718.20	130.380	3.48
1718.75	130.417	5.36
1719.30	130.456	3.58
1719.85	130.496	5.16
1720.40	130.537	14.40
1720.95	130.575	3.33
1721.50	130.614	3.12
1722.05	130.655	7.59
1722.60	130.697	7.09
1723.15	130.738	4.19
1723.70	130.780	4.49
1724.25	130.822	4.35
1724.80	130.865	3.70
1725.35	130.910	10.31
1725.90	130.954	4.52
1726.45	130.998	7.27
1727.00	131.041	15.72
1727.55	131.085	5.05
1728.10	131.128	3.54
1728.65	131.173	3.62
1729.20	131.219	3.43
1729.75	131.264	7.41
1730.30	131.308	4.34
1730.85	131.353	7.35
1731.40	131.396	4.22
1731.95	131.442	12.32
1732.50	131.488	10.80
1733.05	131.541	6.97
1733.60	131.592	13.31
1734.15	131.641	12.46
1734.70	131.692	4.72
1735.25	131.742	11.52
1735.80	131.795	8.67
1736.35	131.848	7.86
1736.90	131.901	8.43
1737.45	131.955	15.33
1738.00	132.008	10.08
1738.55	132.066	15.21
1739.10	132.123	13.08
1739.65	132.177	6.64
1740.20	132.230	6.73
1740.75	132.282	11.66
1741.30	132.337	5.37
1741.85	132.393	11.10
1742.40	132.450	7.03
1742.95	132.507	13.37
1743.50	132.564	17.95
1744.05	132.624	16.71
1744.60	132.687	17.85
1745.15	132.746	16.41
1745.70	132.809	19.54
1746.25	132.871	21.30
1746.80	132.935	13.35
1747.35	133.000	25.02
1747.90	133.067	20.81
1748.45	133.134	27.13
1749.00	133.195	32.09
1749.55	133.258	36.47
1750.10	133.327	35.23
1750.65	133.397	30.91
1751.20	133.461	35.61
1751.75	133.524	41.18
1752.30	133.588	45.48
1752.85	133.658	59.38
1753.40	133.729	76.37
1753.95	133.803	79.54
1754.50	133.870	85.92
1755.05	133.941	61.04
1755.60	134.014	43.00
1756.15	134.087	69.91
1756.70	134.164	60.51
1757.25	134.236	60.94
1757.80	134.313	47.33
1758.35	134.389	56.42
1758.90	134.466	46.54
1759.45	134.545	101.76
1760.00	134.624	97.05
1760.55	134.703	90.46
1761.10	134.785	95.86
1761.65	134.866	144.15
1762.20	134.949	133.21
1762.75	135.036	148.57
1763.30	135.124	195.20
1763.85	135.213	170.10
1764.40	135.307	211.28
1764.95	135.402	123.58
1765.50	135.497	179.45
1766.05	135.593	175.57
1766.60	135.691	176.13
1767.15	135.779	173.78
1767.70	135.876	162.50
1768.25	135.968	163.75
1768.80	136.055	193.18
1769.35	136.147	183.25
1769.90	136.248	188.19
1770.45	136.345	259.20
1771.00	136.447	340.34
1771.55	136.552	214.99
1772.10	136.656	141.46
1772.65	136.752	157.33
1773.20	136.853	183.16
1773.75	136.953	187.94
1774.30	137.056	185.98
1774.85	137.159	181.25
1775.40	137.253	216.44
1775.95	137.347	306.10
1776.50	137.448	249.09
1777.05	137.547	216.79
1777.60	137.647	197.24
1778.15	137.743	228.37
1778.70	137.847	190.88
1779.25	137.947	164.18
1779.80	138.046	131.69
1780.35	138.147	119.95
1780.90	138.247	165.13
1781.45	138.351	171.65
1782.00	138.454	187.00
1782.55	138.554	342.73
1783.10	138.659	321.98
1783.65	138.763	459.00
1784.20	138.870	550.88
1784.75	138.983	440.57
1785.30	139.093	415.63
1785.85	139.201	344.87
1786.40	139.310	409.07
1786.95	139.417	263.86
1787.50	139.522	393.75
1788.05	139.627	444.16
1788.60	139.735	343.86
1789.15	139.846	423.52
1789.70	139.951	349.92
1790.25	140.060	324.71
1790.80	140.163	329.66
1791.35	140.273	356.32
1791.90	140.384	325.37
1792.45	140.488	370.08
1793.00	140.591	381.92
1793.55	140.701	319.72
1794.10	140.809	262.29
1794.65	140.919	407.77
1795.20	141.030	312.69
1795.75	141.142	327.12
1796.30	141.250	349.97
1796.85	141.359	382.67
1797.40	141.464	470.80
1797.95	141.573	443.23
1798.50	141.686	399.55
1799.05	141.787	325.67
1799.60	141.888	332.76
1800.15	141.993	338.58
1800.70	142.093	533.76
1801.25	142.198	484.95
1801.80	142.307	419.27
1802.35	142.420	509.81
1802.90	142.528	450.30
1803.45	142.636	486.36
1804.00	142.739	386.34
1804.55	142.843	398.27
1805.10	142.941	606.87
1805.65	143.045	784.07
1806.20	143.156	614.30
1806.75	143.266	404.18
1807.30	143.377	321.12
1807.85	143.479	370.13
1808.40	143.578	361.72
1808.95	143.684	511.13
1809.50	143.796	559.05
1810.05	143.903	811.79
1810.60	144.015	430.49
1811.15	144.125	254.15
1811.70	144.229	305.92
1812.25	144.328	290.52
1812.80	144.433	369.41
1813.35	144.538	734.34
1813.90	144.645	492.45
1814.45	144.748	594.22
1815.00	144.854	425.49
1815.55	144.959	436.40
1816.10	145.063	602.04
1816.65	145.173	597.13
1817.20	145.279	552.60
1817.75	145.382	562.77
1818.30	145.485	706.99
1818.85	145.597	727.51
1819.40	145.705	951.59
1819.95	145.816	725.26
1820.50	145.932	463.71
1821.05	146.043	369.82
1821.60	146.141	387.29
1822.15	146.245	493.54
1822.70	146.353	606.33
1823.25	146.459	360.23
1823.80	146.563	391.68
1824.35	146.665	501.41
1824.90	146.753	384.09
1825.45	146.857	331.89
1826.00	146.958	374.70
1826.55	147.060	314.56
1827.10	147.161	352.95
1827.65	147.267	349.82
1828.20	147.376	407.44
1828.75	147.488	534.56
1829.30	147.600	486.19
1829.85	147.710	474.68
1830.40	147.821	440.45
1830.95	147.926	446.03
1831.50	148.024	451.89
1832.05	148.123	114.12
1832.60	148.228	123.56
1833.15	148.327	226.01
1833.70	148.424	207.81
1834.25	148.527	289.89
1834.80	148.633	195.66
1835.35	148.741	219.30
1835.90	148.849	163.17
1836.45	148.951	179.38
1837.00	149.057	164.53
1837.55	149.164	208.41
1838.10	149.270	249.08
1838.65	149.379	249.62
1839.20	149.483	184.51
1839.75	149.586	195.74
1840.30	149.682	241.86
1840.85	149.784	245.33
1841.40	149.880	259.92
1841.95	149.976	232.40
1842.50	150.072	234.59
1843.05	150.167	251.28
1843.60	150.263	286.32
1844.15	150.360	504.79
1844.70	150.456	692.49
1845.25	150.557	864.96
1845.80	150.658	603.56
1846.35	150.757	246.37
1846.90	150.857	170.37
1847.45	150.958	301.46
1848.00	151.060	275.96
1848.55	151.163	273.27
1849.10	151.263	262.48
1849.65	151.362	290.48
1850.20	151.467	260.39
1850.75	151.565	326.58
1851.30	151.667	329.61
1851.85	151.770	391.75
1852.40	151.872	409.50
1852.95	151.976	491.79
1853.50	152.081	444.09
1854.05	152.186	382.78
1854.60	152.289	445.01
1855.15	152.389	493.83
1855.70	152.493	484.70
1856.25	152.593	703.76
1856.80	152.689	637.02
1857.35	152.791	662.50
1857.90	152.898	761.32
1859.00	153.096	747.44
1859.55	153.202	735.89
1860.10	153.310	780.98
1860.65	153.423	811.24
1861.20	153.530	666.03
1861.75	153.636	720.25
1862.30	153.741	927.50
1862.85	153.848	870.26
1863.40	153.960	721.49
1863.95	154.078	861.57
1864.50	154.196	570.05
1865.05	154.305	623.07
1865.60	154.415	839.21
1866.15	154.527	1104.87
1866.70	154.641	806.51
1867.25	154.762	822.61
1867.80	154.882	1586.86
1868.35	154.998	1001.21
1868.90	155.117	1225.50
1869.45	155.235	873.79
1870.00	155.349	819.47
1870.55	155.464	681.05
1871.10	155.584	828.27
1871.65	155.697	649.69
1872.20	155.810	688.87
1872.75	155.925	650.92
1873.30	156.044	618.56
1873.85	156.174	689.86
1874.40	156.306	693.80
1874.95	156.436	416.42
1875.50	156.554	842.82
1876.05	156.674	711.48
1876.60	156.799	502.66
1877.15	156.915	768.18
1877.70	157.032	613.15
1878.25	157.149	639.01
1878.80	157.267	649.77
1879.35	157.392	519.46
1879.90	157.513	366.74
1880.45	157.627	275.43
1881.00	157.742	261.71
1881.55	157.856	602.04
1882.10	157.972	419.28
1882.65	158.092	363.72
1883.20	158.193	250.38
1883.75	158.293	297.15
1884.30	158.397	247.47
1884.85	158.497	172.42
1885.40	158.607	120.85
1885.95	158.713	192.81
1886.50	158.813	145.50
1887.05	158.911	94.60
1887.60	159.010	50.30
1888.15	159.105	68.97
1888.70	159.200	99.61
1889.25	159.298	81.35
1889.80	159.387	106.60
1890.35	159.490	102.77
1890.90	159.588	132.29
1891.45	159.692	137.16
1892.00	159.796	144.45
1892.55	159.897	119.68
1893.10	160.002	140.37
1893.65	160.106	123.56
1894.20	160.209	163.88
1894.75	160.323	186.42
1895.30	160.432	188.38
1895.85	160.539	267.26
1896.40	160.644	266.05
1896.95	160.756	276.76
1897.50	160.868	341.93
1898.05	160.981	311.85
1898.60	161.097	430.22
1899.15	161.210	598.14
1899.70	161.330	734.99
1900.80	161.558	543.39
1901.35	161.663	519.25
1901.90	161.764	527.07
1902.45	161.877	381.00
1903.00	161.974	210.29
1903.55	162.077	231.70
1904.10	162.178	285.84
1904.65	162.278	240.12
1905.20	162.375	277.08
1905.75	162.476	261.32
1906.30	162.570	214.48
1906.85	162.672	159.13
1907.40	162.775	109.55
1907.95	162.877	145.21
1908.50	162.979	158.27
1909.05	163.080	136.23
1909.60	163.182	224.42
1910.15	163.289	166.69
1910.70	163.393	275.80
1912.35	163.731	281.11
1912.90	163.835	285.24
1913.45	163.953	298.80
1914.00	164.074	469.81
1914.55	164.198	501.28
1915.10	164.328	420.55
1915.65	164.453	568.90
1916.20	164.572	554.97
1916.75	164.692	515.16
1917.30	164.814	326.73
1917.85	164.934	435.79
1918.40	165.051	406.90
1918.95	165.177	378.48
1919.50	165.297	281.57
1920.05	165.417	339.69
1920.60	165.530	318.84
1921.15	165.646	271.78
1921.70	165.768	248.03
1922.25	165.887	267.45
1922.80	166.003	285.74
1923.35	166.119	327.02
1923.90	166.245	285.49
1924.45	166.358	219.57
1925.00	166.474	202.32
1925.55	166.585	206.59
1926.10	166.706	193.12
1926.65	166.824	195.51
1927.20	166.941	134.95
1927.75	167.050	125.41
1928.30	167.161	115.07
