record_id,title,authors,year,venue,identifier_type,identifier,url,domain_primary,domain_secondary,oric_branch,hypothesis_ids,evidence_role,data_available,code_available,open_access,screening_tier,screening_status,metadata_quality,source_origin,source_file,notes,citation_raw
PUB-0190,"- JPL Solar System Dynamics, Approximate Positions of the Planets: - JPL Horizons API: - JPL Solar System Dynamics, Planetary Physical Parameters: - REBOUND: - REBOUNDx:",,,,url,https://ssd.jpl.nasa.gov/planets/phys_par.html,https://ssd.jpl.nasa.gov/planets/phys_par.html,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/README.md,2 occurrence(s) dans le dossier,"- JPL Solar System Dynamics, Approximate Positions of the Planets: https://ssd.jpl.nasa.gov/planets/approx_pos.html - JPL Horizons API: https://ssd-api.jpl.nasa.gov/doc/horizons.html - JPL Solar System Dynamics, Planetary Physical Parameters: https://ssd.jpl.nasa.gov/planets/phys_par.html - REBOUND: https://github.com/hannorein/rebound - REBOUNDx: https://reboundx.readthedocs.io/en/latest/effects.html"
PUB-0191,"- JPL Solar System Dynamics, Planetary Physical Parameters: - REBOUND: - REBOUNDx: - La2010, données IMCCE: - SciPy spectral analysis:",,,,url,https://reboundx.readthedocs.io/en/latest/effects.html,https://reboundx.readthedocs.io/en/latest/effects.html,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/README.md,3 occurrence(s) dans le dossier,"- JPL Solar System Dynamics, Planetary Physical Parameters: https://ssd.jpl.nasa.gov/planets/phys_par.html - REBOUND: https://github.com/hannorein/rebound - REBOUNDx: https://reboundx.readthedocs.io/en/latest/effects.html - La2010, données IMCCE: https://ssp.imcce.fr/insola/earth/online/earth/La2010/ - SciPy spectral analysis: https://docs.scipy.org/doc/scipy/reference/signal.html"
PUB-0192,"- REBOUNDx: - La2010, données IMCCE: - SciPy spectral analysis: ## Critères minimaux avant interprétation scientifique",,,,url,https://docs.scipy.org/doc/scipy/reference/signal.html,https://docs.scipy.org/doc/scipy/reference/signal.html,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/README.md,1 occurrence(s) dans le dossier,"- REBOUNDx: https://reboundx.readthedocs.io/en/latest/effects.html - La2010, données IMCCE: https://ssp.imcce.fr/insola/earth/online/earth/La2010/ - SciPy spectral analysis: https://docs.scipy.org/doc/scipy/reference/signal.html ## Critères minimaux avant interprétation scientifique"
PUB-0193,- - Référence scientifique :,,,,url,https://ssp.imcce.fr/insola/earth/online/earth/la2010/index.html,https://ssp.imcce.fr/insola/earth/online/earth/la2010/index.html,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/data/reference/la2010/PROVENANCE.md,1 occurrence(s) dans le dossier,- https://ssp.imcce.fr/insola/earth/online/earth/La2010/ - https://ssp.imcce.fr/insola/earth/online/earth/La2010/index.html Référence scientifique :
PUB-0194,"""## Sources indépendantes"", """", ""- JPL Horizons System : ""- API Horizons : ""- La2010, données IMCCE :",,,,url,https://ssd.jpl.nasa.gov/horizons/,https://ssd.jpl.nasa.gov/horizons/,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/data/HORIZONS_PROVENANCE.md,3 occurrence(s) dans le dossier,"""## Sources indépendantes"", """", ""- JPL Horizons System : https://ssd.jpl.nasa.gov/horizons/"", ""- API Horizons : https://ssd-api.jpl.nasa.gov/doc/horizons.html"", ""- La2010, données IMCCE : https://ssp.imcce.fr/insola/earth/online/earth/La2010/"","
PUB-0195,"Sources : - JPL Solar System Dynamics, Approximate Positions of the Planets: - JPL Horizons API: - JPL Solar System Dynamics, Planetary Physical Parameters:",,,,url,https://ssd.jpl.nasa.gov/planets/approx_pos.html,https://ssd.jpl.nasa.gov/planets/approx_pos.html,orbital_dynamics,,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,02_branche_systeme_solaire/couche_astronomique/code/ORI-C_Systeme_solaire_tests/README.md,1 occurrence(s) dans le dossier,"Sources : - JPL Solar System Dynamics, Approximate Positions of the Planets: https://ssd.jpl.nasa.gov/planets/approx_pos.html - JPL Horizons API: https://ssd-api.jpl.nasa.gov/doc/horizons.html - JPL Solar System Dynamics, Planetary Physical Parameters: https://ssd.jpl.nasa.gov/planets/phys_par.html"
PUB-0196,"TR-020;TR-021;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction;La croissance des corps et l’énergie d’accrétion rendent possible la différenciation métal-silicate.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Connelly et al. (2012); archives isotopiques des météorites différenciées."" TR-020;TR-022;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;L’accrétion, les impacts et les ra",,2026,,doi,10.1038/35051550,https://doi.org/10.1038/35051550,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,10 occurrence(s) dans le dossier,"TR-020;TR-021;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction;La croissance des corps et l’énergie d’accrétion rendent possible la différenciation métal-silicate.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Connelly et al. (2012); archives isotopiques des météorites différenciées."" TR-020;TR-022;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;L’accrétion, les impacts et les radionucléides peuvent produire des océans magmatiques.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";Elkins-Tanton, Annual Review of Earth and Planetary Sciences 40, 113-139 (2012), doi:10.1146/annurev-earth-042711-105503. TR-022;TR-023;ENVR;ENVR;;transformation environnementale;Plausible;Reconstruction + simulation;Sur Terre, le refroidissement, la cristallisation, le dégazage et les apports volatils ont rendu possible une hydrosphère ancienne. Pour les exoplanètes rocheuses, les hydrosphères restent des scénarios de modèle.;Établi pour l’existence d’eau liquide ancienne sur Terre, mais aucune hydrosphère n’est détectée sur TRAPPIST-1e ni sur une exoplanète rocheuse tempérée comparable.;""Wilde et al., Nature 409, 175-178 (2001), doi:10.1038/35051550; Vulpius et al., Nature Reviews Earth & Environment 7, 412-426 (2026), doi:10.1038/s43017-026-00803-0."" TR-022;TR-024;ENVR;ENVR;;transformation environnementale;Établi;Observation + reconstruction;Le dégazage des réservoirs internes peut produire une atmosphère secondaire."
PUB-0197,"TR-020;TR-021;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction;La croissance des corps et l’énergie d’accrétion rendent possible la différenciation métal-silicate.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Connelly et al. (2012); archives isotopiques des météorites différenciées."" TR-020;TR-022;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;L’accrétion, les impacts et les ra",,2026,,doi,10.1038/s43017-026-00803-0,https://doi.org/10.1038/s43017-026-00803-0,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,8 occurrence(s) dans le dossier,"TR-020;TR-021;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction;La croissance des corps et l’énergie d’accrétion rendent possible la différenciation métal-silicate.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Connelly et al. (2012); archives isotopiques des météorites différenciées."" TR-020;TR-022;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;L’accrétion, les impacts et les radionucléides peuvent produire des océans magmatiques.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";Elkins-Tanton, Annual Review of Earth and Planetary Sciences 40, 113-139 (2012), doi:10.1146/annurev-earth-042711-105503. TR-022;TR-023;ENVR;ENVR;;transformation environnementale;Plausible;Reconstruction + simulation;Sur Terre, le refroidissement, la cristallisation, le dégazage et les apports volatils ont rendu possible une hydrosphère ancienne. Pour les exoplanètes rocheuses, les hydrosphères restent des scénarios de modèle.;Établi pour l’existence d’eau liquide ancienne sur Terre, mais aucune hydrosphère n’est détectée sur TRAPPIST-1e ni sur une exoplanète rocheuse tempérée comparable.;""Wilde et al., Nature 409, 175-178 (2001), doi:10.1038/35051550; Vulpius et al., Nature Reviews Earth & Environment 7, 412-426 (2026), doi:10.1038/s43017-026-00803-0."" TR-022;TR-024;ENVR;ENVR;;transformation environnementale;Établi;Observation + reconstruction;Le dégazage des réservoirs internes peut produire une atmosphère secondaire."
PUB-0198,"TR-022;TR-023;ENVR;ENVR;;transformation environnementale;Plausible;Reconstruction + simulation;Sur Terre, le refroidissement, la cristallisation, le dégazage et les apports volatils ont rendu possible une hydrosphère ancienne. Pour les exoplanètes rocheuses, les hydrosphères restent des scénarios de modèle.;Établi pour l’existence d’eau liquide ancienne sur Terre, mais aucune hydrosphère n’est détectée sur TRAPPIST-1e ni sur une exoplanète rocheuse tempérée comparable.;""Wilde et al., Nature 409,",,2026,,doi,10.1073/pnas.2525466123,https://doi.org/10.1073/pnas.2525466123,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,10 occurrence(s) dans le dossier,"TR-022;TR-023;ENVR;ENVR;;transformation environnementale;Plausible;Reconstruction + simulation;Sur Terre, le refroidissement, la cristallisation, le dégazage et les apports volatils ont rendu possible une hydrosphère ancienne. Pour les exoplanètes rocheuses, les hydrosphères restent des scénarios de modèle.;Établi pour l’existence d’eau liquide ancienne sur Terre, mais aucune hydrosphère n’est détectée sur TRAPPIST-1e ni sur une exoplanète rocheuse tempérée comparable.;""Wilde et al., Nature 409, 175-178 (2001), doi:10.1038/35051550; Vulpius et al., Nature Reviews Earth & Environment 7, 412-426 (2026), doi:10.1038/s43017-026-00803-0."" TR-022;TR-024;ENVR;ENVR;;transformation environnementale;Établi;Observation + reconstruction;Le dégazage des réservoirs internes peut produire une atmosphère secondaire. JWST soutient fortement une atmosphère volatile sur 55 Cancri e, possiblement couplée à un océan magmatique.;""La composition, la pression, la stabilité et le renouvellement de l’atmosphère de 55 Cancri e restent dépendants des modèles; le dégazage continu n’est pas observé directement."";""Hu et al., Nature 630, 609-612 (2024), doi:10.1038/s41586-024-07432-x; exemples du Système solaire."" TR-021;TR-025;ENBL;ENBL;;ouverture ou dépendance;Plausible;Reconstruction;Une planète différenciée possédant manteau et croûte fournit l’architecture nécessaire à un recyclage tectonique global.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";Houchin et al., PNAS 123, e2525466123 (2026), doi:10.1073/pnas.2525466123. TR-023;TR-026;E"
PUB-0199,"Référence : Moody et al., Nature Ecology & Evolution 8, 1654-1666 (2024).",,2024,,none,,,other_cross_domain,,Socle / transversal,,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,C — candidat bibliographique extrait,à dédoublonner / métadonnées à compléter,citation brute sans identifiant stable,Corpus ORI-C v11,00_socle/sources/INVENTAIRE_PREUVES_CONSOLIDE.md,extrait automatique de bibliographie,"Référence : Moody et al., Nature Ecology & Evolution 8, 1654-1666 (2024)."
PUB-0200,"TR-032;TR-035;ENBL;ENBL;;ouverture ou dépendance;Plausible;Expérimentation + hypothèse;La production de polymères nucléotidiques est un préalable à la catalyse ARN et à la copie dirigée par matrice.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible. La séquence historique réelle sur la Terre primitive demeure non démontrée."";van Nies et al., Nature Communications 9, 1583 (2018), TR-035;TR-036;ENBL;ENBL;;ouverture ou dépendance;Hypothét",,2024,,doi,10.1038/s41559-024-02461-1,https://doi.org/10.1038/s41559-024-02461-1,other_cross_domain,,Socle / transversal,,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,13 occurrence(s) dans le dossier,"TR-032;TR-035;ENBL;ENBL;;ouverture ou dépendance;Plausible;Expérimentation + hypothèse;La production de polymères nucléotidiques est un préalable à la catalyse ARN et à la copie dirigée par matrice.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible. La séquence historique réelle sur la Terre primitive demeure non démontrée."";van Nies et al., Nature Communications 9, 1583 (2018), doi:10.1038/s41467-018-03926-1. TR-035;TR-036;ENBL;ENBL;;ouverture ou dépendance;Hypothétique;Expérimentation + hypothèse;La catalyse ARN et la copie constituent des mécanismes candidats en amont de l’établissement du code et de la traduction.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible. La séquence historique réelle sur la Terre primitive demeure non démontrée."";""Koonin & Novozhilov, IUBMB Life 61, 99-111 (2009), doi:10.1002/iub.146; origine historique ouverte."" TR-036;TR-037;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction;""LUCA est reconstruit comme un organisme déjà doté d’un système génétique et traductionnel complexe; le code et la traduction précèdent donc logiquement LUCA."";L’âge proche de 4,2 Ga, la taille du génome, le nombre de protéines et le métabolisme acétogène proposés par Moody et al. sont des reconstructions phylogénétiques et statistiques, non des mesures directes.;Moody et al., Nature Ecology & Evolution 8, 1654-1666 (2024), doi:10.1038/s41559-024-02461-1. TR-037;TR-038;DESC;DESC;;ascendance générale, non causale;Fortement inféré;Recons"
PUB-0201,"TR-037;TR-038;DESC;DESC;;ascendance générale, non causale;Fortement inféré;Reconstruction;La photosynthèse oxygénique apparaît dans des lignées descendantes du vivant cellulaire dont LUCA est l’ancêtre commun reconstruit.;Lien d’ascendance générale, non causal. Aucune preuve n’indique que LUCA était photosynthétique.;""Moody et al. (2024), aucune attribution de la photosynthèse à LUCA."" TR-037;TR-039;DESC;INTG;DESC décrit une ascendance simple. L'endosymbiose est l'intégration durable de deux lig",,2024,,doi,10.1038/s41586-023-06052-1,https://doi.org/10.1038/s41586-023-06052-1,other_cross_domain,,Socle / transversal,,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,6 occurrence(s) dans le dossier,"TR-037;TR-038;DESC;DESC;;ascendance générale, non causale;Fortement inféré;Reconstruction;La photosynthèse oxygénique apparaît dans des lignées descendantes du vivant cellulaire dont LUCA est l’ancêtre commun reconstruit.;Lien d’ascendance générale, non causal. Aucune preuve n’indique que LUCA était photosynthétique.;""Moody et al. (2024), doi:10.1038/s41559-024-02461-1; aucune attribution de la photosynthèse à LUCA."" TR-037;TR-039;DESC;INTG;DESC décrit une ascendance simple. L'endosymbiose est l'intégration durable de deux lignées auparavant distinctes, toutes deux issues de LUCA. Le document de la branche 3 signale explicitement que DESC ne suffit pas.;ascendance générale, non causale;Fortement inféré;Reconstruction;L’endosymbiose mitochondriale survient dans une lignée eucaryote très postérieure à LUCA, au sein de la descendance cellulaire commune.;""Lien d’ascendance générale, non causal. LUCA ne possédait pas de mitochondrie; l’identité de l’hôte et le calendrier exact de l’endosymbiose restent reconstruits."";""Moody et al. (2024); reconstructions phylogénétiques de l’endosymbiose mitochondriale."" TR-039;TR-040;ENBL;ENBL;;ouverture ou dépendance;Plausible;Observation + reconstruction;L’architecture eucaryote issue de l’endosymbiose mitochondriale fournit une organisation énergétique et cellulaire compatible avec plusieurs formes de multicellularité complexe.;Cette architecture favorise certaines trajectoires sans suffire à les produire. La multicellularité est apparue indépendamment et dépend aussi de l’adhésion, de la communication, de la régulation et de l’écologie.;""Bo"
PUB-0202,"7 TR-012 Formation de H₂ et HD ENBL Fortement Simulation Le refroidissement par H2 et HD facilite Indique une ouverture ou un préalable Klessen & Glover, Annual Review of → TR-006 Effondrement des ouverture ou inféré l’effondrement des premiers nuages stellaires. dans ce cadre; ne signifie pas que la Astronomy and Astrophysics 61, 65-130 premiers nuages stellaires dépendance source suffit à produire la cible. (2023), 21-053453.",,2023,,doi,10.1146/annurev-astro-0712,https://doi.org/10.1146/annurev-astro-0712,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/resultats/registre_relations_oric_47.pdf,3 occurrence(s) dans le dossier,"7 TR-012 Formation de H₂ et HD ENBL Fortement Simulation Le refroidissement par H2 et HD facilite Indique une ouverture ou un préalable Klessen & Glover, Annual Review of → TR-006 Effondrement des ouverture ou inféré l’effondrement des premiers nuages stellaires. dans ce cadre; ne signifie pas que la Astronomy and Astrophysics 61, 65-130 premiers nuages stellaires dépendance source suffit à produire la cible. (2023), doi:10.1146/annurev-astro-0712 21-053453."
PUB-0203,"TR-005;TR-011;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Observation + reconstruction;Au cours de la recombinaison cosmologique, l’hélium devient neutre avant l’hydrogène. L’hélium neutre peut alors s’associer radiativement aux protons pour former HeH+.;Le lien vise la recombinaison de l’hélium, pas l’achèvement de la recombinaison de l’hydrogène.;Güsten et al., Nature 568, 357-359 (2019), TR-005;TR-012;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;La r",,2023,,doi,10.1146/annurev-astro-071221-053453,https://doi.org/10.1146/annurev-astro-071221-053453,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,7 occurrence(s) dans le dossier,"TR-005;TR-011;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Observation + reconstruction;Au cours de la recombinaison cosmologique, l’hélium devient neutre avant l’hydrogène. L’hélium neutre peut alors s’associer radiativement aux protons pour former HeH+.;Le lien vise la recombinaison de l’hélium, pas l’achèvement de la recombinaison de l’hydrogène.;Güsten et al., Nature 568, 357-359 (2019), doi:10.1038/s41586-019-1090-x. TR-005;TR-012;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;La recombinaison rend possible la formation durable de H2 et HD dans le gaz primordial.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";Galli & Palla, Annual Review of Astronomy and Astrophysics 51, 163-206 (2013), doi:10.1146/annurev-astro-082812-141029. TR-012;TR-006;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Simulation;Le refroidissement par H2 et HD facilite l’effondrement des premiers nuages stellaires.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";Klessen & Glover, Annual Review of Astronomy and Astrophysics 61, 65-130 (2023), doi:10.1146/annurev-astro-071221-053453. TR-006;TR-007;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Reconstruction + simulation;La formation des premières étoiles ouvre la nucléosynthèse stellaire. L’existence historique des étoiles de Population III est très fortement inférée, mais leurs masses et leur distribution restent ouvertes.;La relation est reconstruite et simulée. Aucune ét"
PUB-0204,"13 TR-008 Étoiles AGB, processus s MATR Plausible Observation + Les poussières issues notamment des étoiles Indique une contribution matérielle; les Zinner (2014); Nittler & Ciesla, Annual et poussières fourniture de simulation AGB fournissent des surfaces sur lesquelles se constituants peuvent aussi provenir Review of Astronomy and Astrophysics → TR-014 Manteaux de glace sur constituants déposent les manteaux de glace. d’autres voies ou réservoirs. 54, 53-93 (2016), les grains stro-082214-12250",,2016,,doi,10.1146/annurev-a,https://doi.org/10.1146/annurev-a,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/resultats/registre_relations_oric_47.pdf,3 occurrence(s) dans le dossier,"13 TR-008 Étoiles AGB, processus s MATR Plausible Observation + Les poussières issues notamment des étoiles Indique une contribution matérielle; les Zinner (2014); Nittler & Ciesla, Annual et poussières fourniture de simulation AGB fournissent des surfaces sur lesquelles se constituants peuvent aussi provenir Review of Astronomy and Astrophysics → TR-014 Manteaux de glace sur constituants déposent les manteaux de glace. d’autres voies ou réservoirs. 54, 53-93 (2016), doi:10.1146/annurev-a les grains stro-082214-122505."
PUB-0205,"TR-006;TR-010;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Observation + reconstruction;L’évolution des étoiles massives rend possible la formation d’étoiles à neutrons et leurs fusions ultérieures.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Klessen & Glover (2023); Watson et al., Nature 574, 497-500 (2019), TR-009;TR-013;MATR;MATR;;fourniture de constituants;Établi;Observation;L’enrichissement stellaire fournit le car",,2016,,doi,10.1146/annurev-astro-082214-122505,https://doi.org/10.1146/annurev-astro-082214-122505,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,15 occurrence(s) dans le dossier,"TR-006;TR-010;ENBL;ENBL;;ouverture ou dépendance;Fortement inféré;Observation + reconstruction;L’évolution des étoiles massives rend possible la formation d’étoiles à neutrons et leurs fusions ultérieures.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Klessen & Glover (2023); Watson et al., Nature 574, 497-500 (2019), doi:10.1038/s41586-019-1676-3."" TR-009;TR-013;MATR;MATR;;fourniture de constituants;Établi;Observation;L’enrichissement stellaire fournit le carbone, l’azote et l’oxygène nécessaires à la chimie interstellaire carbonée.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Burbidge et al. (1957); McGuire et al., Science 371, 1265-1269 (2021), doi:10.1126/science.abb7535."" TR-008;TR-014;MATR;MATR;;fourniture de constituants;Plausible;Observation + simulation;Les poussières issues notamment des étoiles AGB fournissent des surfaces sur lesquelles se déposent les manteaux de glace.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Zinner (2014); Nittler & Ciesla, Annual Review of Astronomy and Astrophysics 54, 53-93 (2016), doi:10.1146/annurev-astro-082214-122505."" TR-014;TR-015;ENBL;ENBL;;ouverture ou dépendance;Établi;Observation + expérimentation;La chimie de surface et le réchauffement des glaces ouvrent des voies vers plusieurs molécules organiques complexes.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Sewiło "
PUB-0206,"TR-009;TR-013;MATR;MATR;;fourniture de constituants;Établi;Observation;L’enrichissement stellaire fournit le carbone, l’azote et l’oxygène nécessaires à la chimie interstellaire carbonée.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Burbidge et al. (1957); McGuire et al., Science 371, 1265-1269 (2021), TR-008;TR-014;MATR;MATR;;fourniture de constituants;Plausible;Observation + simulation;Les poussières issues notamment des étoiles ",,2016,,doi,10.3847/2041-8213/aaa079,https://doi.org/10.3847/2041-8213/aaa079,other_cross_domain,,Socle / transversal,,synthèse / cadrage,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,00_socle/carte_relationnelle/data/relations_oric_47_provisoires.csv,8 occurrence(s) dans le dossier,"TR-009;TR-013;MATR;MATR;;fourniture de constituants;Établi;Observation;L’enrichissement stellaire fournit le carbone, l’azote et l’oxygène nécessaires à la chimie interstellaire carbonée.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Burbidge et al. (1957); McGuire et al., Science 371, 1265-1269 (2021), doi:10.1126/science.abb7535."" TR-008;TR-014;MATR;MATR;;fourniture de constituants;Plausible;Observation + simulation;Les poussières issues notamment des étoiles AGB fournissent des surfaces sur lesquelles se déposent les manteaux de glace.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Zinner (2014); Nittler & Ciesla, Annual Review of Astronomy and Astrophysics 54, 53-93 (2016), doi:10.1146/annurev-astro-082214-122505."" TR-014;TR-015;ENBL;ENBL;;ouverture ou dépendance;Établi;Observation + expérimentation;La chimie de surface et le réchauffement des glaces ouvrent des voies vers plusieurs molécules organiques complexes.;""Indique une ouverture ou un préalable dans ce cadre; ne signifie pas que la source suffit à produire la cible."";""Sewiło et al., ApJL 853, L19 (2018), doi:10.3847/2041-8213/aaa079; McGuire et al. (2021)."" TR-008;TR-016;MATR;MATR;;fourniture de constituants;Établi;Observation + reconstruction;Les étoiles AGB constituent une source importante de grains présolaires.;""Indique une contribution matérielle; les constituants peuvent aussi provenir d’autres voies ou réservoirs."";""Zinner (2014); Nittler & Ciesla (2016), doi:10.1146/annurev-astro"
