record_id,domain_primary,oric_branch,hypothesis_ids,evidence_role,screening_tier,priority,action_possible,reason
PUB-0243,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0244,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0245,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0246,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0247,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0248,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0249,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0250,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0251,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0252,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0253,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0254,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0255,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0256,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0257,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0258,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0259,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0260,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,modèle concurrent / banc de test,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0261,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,modèle concurrent / banc de test,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0262,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0263,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0264,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0265,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0266,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0267,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0268,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0269,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0270,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0271,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0272,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0273,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0274,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,synthèse / cadrage,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0275,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0276,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0277,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0278,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0279,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0280,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0281,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0282,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0283,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0284,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0285,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0286,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0287,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0288,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0289,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0290,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0291,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0292,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0293,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0294,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0295,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0296,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0297,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0298,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,méthode / outil,A — titre/résumé vérifié,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0299,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,méthode / outil,A — titre/résumé vérifié,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0300,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,A — titre/résumé vérifié,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0301,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,A — titre/résumé vérifié,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0302,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0303,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,modèle concurrent / banc de test,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0304,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0305,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0306,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0307,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0308,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,modèle concurrent / banc de test,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0309,prebiotic_chemistry,Branche 3 — vivant,H-V-001;H-T-001,méthode / outil,B — citation/identifiant vérifié dans ORI-C,3,préparer réplication expérimentale,priorité fondée sur les verrous de l’état initial
PUB-0310,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0311,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0312,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0313,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0314,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0315,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0316,protoplanetary_disks,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,ajouter trajectoires chimie-transport,priorité fondée sur les verrous de l’état initial
PUB-0317,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0318,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,méthode / outil,A — titre/résumé vérifié,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0319,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0320,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0321,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0322,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,méthode / outil,A — titre/résumé vérifié,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0323,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0324,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,méthode / outil,A — titre/résumé vérifié,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0325,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0326,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0327,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0328,statistics_reproducibility,Socle / transversal,H-A-001;H-C-001;H-C-002;H-C-003;H-C-004;H-C-006;H-C-008;H-C-009;H-C-014;H-C-015;H-V-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,durcir témoins et identifiabilité,priorité fondée sur les verrous de l’état initial
PUB-0329,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0330,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,synthèse / cadrage,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0331,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0332,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0333,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0334,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,synthèse / cadrage,A — titre/résumé vérifié,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0335,temporal_networks,Socle / transversal,H-S-002;H-M-001;H-C-007;H-T-001;H-T-002,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,remplacer graphe statique par réseau temporel,priorité fondée sur les verrous de l’état initial
PUB-0336,topological_data_analysis,Socle / transversal,H-S-002;H-M-001;H-T-002,méthode / outil,A — titre/résumé vérifié,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
