ID;Niveau principal;Sous-niveau;Entité;Symbole ou formule;Type d'entrée;Statut;Composition ou description;Architecture ou état;Réservoirs typiques;Stabilité ou durée;Accessibilité;Mobilisabilité;Source URL;type_registre
MAT-00272;États et phases;Mesophase;Cristal liquide nématique;;Phase;Confirmé;Orientation collective sans ordre positionnel complet;Fenêtre de température et composition;Matériaux organiques, écrans;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00273;États et phases;Mesophase;Cristal liquide smectique;;Phase;Confirmé;Couches avec ordre orienté;Fenêtre thermodynamique;Matériaux organiques;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00274;États et phases;Mesophase;Phase cholestérique;;Phase;Confirmé;Ordre nématique hélicoïdal;Molécules chirales;Biomatériaux, écrans;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00275;États et phases;Mesophase;Cristal plastique;;Phase;Confirmé;Ordre positionnel avec rotations moléculaires;Température intermédiaire;Solides moléculaires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00276;États et phases;Phase granulaire;Matière granulaire dense;;Phase;Confirmé;Grains en contacts dissipatifs;Confinement et contrainte;Sables, régolithes, poudres;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00277;États et phases;Phase granulaire;État bloqué ou jammé;;Phase;Confirmé;Réseau de contacts porteur de contrainte;Densité ou charge suffisante;Poudres, mousses, suspensions;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00278;États et phases;Phase dispersée;Colloïde;;Phase;Confirmé;Particules mésoscopiques dispersées;Solvant, interactions de surface;Aérosols, sols, cellules;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00279;États et phases;Phase dispersée;Gel;;Phase;Confirmé;Réseau percolant emprisonnant un fluide;Réticulation physique ou chimique;Biologie, aliments, matériaux;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00280;États et phases;Phase dispersée;Mousse;;Phase;Confirmé;Bulles séparées par des films;Gaz dispersé dans liquide ou solide;Océans, volcans, matériaux;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00281;États et phases;Phase dispersée;Émulsion;;Phase;Confirmé;Liquide dispersé dans un autre liquide;Tensioactifs ou agitation;Biologie, aliments, industrie;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00282;États et phases;Phase magnétique;Ferromagnétique;;Phase;Confirmé;Aimantation spontanée parallèle;Sous température de Curie;Fer, cobalt, nickel, alliages;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00283;États et phases;Phase magnétique;Antiferromagnétique;;Phase;Confirmé;Moments opposés compensés;Sous température de Néel;Oxydes et solides corrélés;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00284;États et phases;Phase magnétique;Ferrimagnétique;;Phase;Confirmé;Moments opposés non compensés;Sous température critique;Magnétite, ferrites;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00285;États et phases;Phase magnétique;Verre de spin;;Phase;Confirmé;Moments gelés désordonnés;Frustration et basse température;Alliages désordonnés;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00286;États et phases;Phase électronique;Métal conducteur;;Phase;Confirmé;États électroniques délocalisés;Bande partiellement remplie;Métaux, plasmas denses;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00287;États et phases;Phase électronique;Semi-conducteur;;Phase;Confirmé;Petit gap électronique;Composition et dopage;Silicium, GaAs, oxydes;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00288;États et phases;Phase électronique;Isolant de bande;;Phase;Confirmé;Bande de valence pleine et gap élevé;Structure électronique;Cristaux ioniques et covalents;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00289;États et phases;Phase électronique;Isolant de Mott;;Phase;Confirmé;Localisation due aux corrélations;Interaction électronique forte;Oxydes de métaux de transition;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00290;États et phases;Phase quantique;Supraconducteur type I;;Phase;Confirmé;Résistance nulle et expulsion du champ;Sous température critique;Métaux purs;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00291;États et phases;Phase quantique;Supraconducteur type II;;Phase;Confirmé;Vortex quantifiés entre deux champs critiques;Basse température ou haute pression;Alliages, cuprates, hydrures;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00292;États et phases;Phase quantique;Superfluide hélium 4;;Phase;Confirmé;Écoulement sans viscosité classique;Sous le point lambda;Hélium liquide;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00293;États et phases;Phase quantique;Superfluide hélium 3;;Phase;Confirmé;Appariement fermionique;Très basse température;Hélium 3 liquide;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00294;États et phases;Phase quantique;Condensat de Bose-Einstein;;Phase;Confirmé;Occupation macroscopique d'un état quantique;Gaz bosonique ultrafroid;Laboratoires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00295;États et phases;Phase quantique;Condensat fermionique;;Phase;Confirmé;Paires de fermions condensées;Gaz ultrafroid;Laboratoires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00296;États et phases;Phase quantique;Supersolide;;Phase;Confirmé dans certains systèmes artificiels;Ordre cristallin avec cohérence superfluide;Systèmes ultrafroids ou candidats solides;Laboratoires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00297;États et phases;Phase quantique;Liquide de spin quantique;;Phase;Fortement soutenu, identification dépend du matériau;Ordre magnétique absent avec intrication durable;Frustration quantique;Matériaux candidats;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00298;États et phases;Phase topologique;Isolant topologique;;Phase;Confirmé;Intérieur isolant, états de bord conducteurs;Inversion de bandes et symétrie;Cristaux et couches minces;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00299;États et phases;Phase topologique;Semi-métal de Weyl;;Phase;Confirmé;Nœuds de Weyl dans la structure de bandes;Symétries adaptées;Cristaux quantiques;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00300;États et phases;Phase topologique;État Hall quantique entier;;Phase;Confirmé;Conductance transverse quantifiée;Deux dimensions, champ magnétique, basse température;Hétérostructures;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00301;États et phases;Phase topologique;État Hall quantique fractionnaire;;Phase;Confirmé;Excitations fractionnaires et ordre topologique;Deux dimensions, champ élevé;Hétérostructures;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00302;États et phases;Phase hors équilibre;Cristal temporel discret;;Phase;Confirmé expérimentalement;Réponse périodique plus lente que l'excitation;Système périodiquement forcé et isolé ou préthermalisé;Systèmes quantiques contrôlés;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00303;États et phases;Phase hors équilibre;État actif;;Phase;Confirmé;Constituants consommant de l'énergie pour se mouvoir;Flux d'énergie continu;Cellules, colonies, matière active synthétique;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00304;États et phases;Phase nucléaire;Matière nucléaire saturée;;Phase;Confirmé;Nucléons liés à densité nucléaire;Noyaux atomiques;Noyaux;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00305;États et phases;Phase nucléaire;Matière dégénérée électronique;;Phase;Inféré astrophysiquement et fondé théoriquement;Pression de Fermi des électrons dominante;Très haute densité;Naines blanches, cœurs stellaires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00306;États et phases;Phase nucléaire;Matière neutronique dégénérée;;Phase;Inféré astrophysiquement;Neutrons dominants à densité extrême;Après effondrement stellaire;Étoiles à neutrons;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00307;États et phases;Phase nucléaire;Pâtes nucléaires;;Phase;Prédit fortement, indices indirects;Structures nucléaires en feuilles, tubes ou amas;Densité sous-nucléaire élevée;Croûtes d'étoiles à neutrons;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00308;États et phases;Phase haute énergie;Plasma quarks-gluons;;Phase;Confirmé expérimentalement comme état collectif;Quarks et gluons déconfinés collectivement;Température ou densité extrême;Univers primordial, collisions d'ions lourds;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00309;États et phases;Phase haute énergie;Condensat de verre de couleur;;Phase;Cadre effectif soutenu, statut de phase discuté;Régime dense de gluons à petit x;Très haute énergie;Noyaux relativistes;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pdg.lbl.gov/;PHA
MAT-00310;États et phases;Phase hypothétique;Matière de quarks étranges;;Phase;Hypothétique;Quarks u, d, s déconfinés et stables ou métastables;Très haute densité;Cœurs d'étoiles compactes possibles;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00311;États et phases;Phase hypothétique;Supraconductivité de couleur;;Phase;Hypothétique;Paires de quarks;Très haute densité et basse température relative;Cœurs d'étoiles compactes possibles;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00312;États et phases;Phase haute pression;Glace VII;;Phase;Confirmé;Réseau cubique de glace dense;Pressions gigapascals;Intérieurs planétaires, inclusions profondes;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00313;États et phases;Phase haute pression;Glace X;;Phase;Confirmé en laboratoire;Glace symétrisée par liaisons hydrogène;Très haute pression;Intérieurs planétaires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00314;États et phases;Phase haute pression;Eau superionique;;Phase;Confirmé en laboratoire, inféré planétairement;Oxygènes en réseau, protons mobiles;Haute pression et température;Intérieurs de géantes glacées;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00315;États et phases;Phase haute pression;Hydrogène métallique;;Phase;Fortement inféré, production statique controversée;Hydrogène conducteur métallique;Pression extrême;Intérieurs de Jupiter et Saturne;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00316;États et phases;Phase haute pression;Hélium métallique;;Phase;Prédit et partiellement contraint;Hélium ionisé ou conducteur sous conditions extrêmes;Pression et température extrêmes;Intérieurs stellaires ou planétaires;Dépend du domaine de stabilité;Accessible si les conditions sont réalisables;Non quantifié;https://pubchem.ncbi.nlm.nih.gov/docs/compounds;PHA
MAT-00317;Matériaux et minéraux;Minéral, élément natif;Or;Au;Entité ou catalogue;Confirmé;Au;Cristal métallique;Veines hydrothermales, placers, météorites;Métal natif dense et noble;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00318;Matériaux et minéraux;Minéral, élément natif;Cuivre natif;Cu;Entité ou catalogue;Confirmé;Cu;Cristal métallique;Gisements hydrothermaux, basaltes;Métal natif conducteur;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00319;Matériaux et minéraux;Minéral, élément natif;Fer natif;Fe;Entité ou catalogue;Confirmé;Fe;Cristal métallique;Rare sur Terre, météorites;Souvent allié au nickel;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00320;Matériaux et minéraux;Minéral, élément natif;Soufre natif;S;Entité ou catalogue;Confirmé;S;Cristal moléculaire;Volcans, évaporites;Élément natif non métallique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00321;Matériaux et minéraux;Minéral, carbone;Diamant;C;Entité ou catalogue;Confirmé;C;Réseau cubique covalent;Manteau, météorites, laboratoire;Très haute dureté;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00322;Matériaux et minéraux;Minéral, carbone;Graphite;C;Entité ou catalogue;Confirmé;C;Feuillets hexagonaux;Roches métamorphiques, météorites;Conducteur anisotrope;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00323;Matériaux et minéraux;Sulfure;Pyrite;FeS2;Entité ou catalogue;Confirmé;FeS2;Cristal cubique;Roches, veines, sédiments;Sulfure de fer fréquent;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00324;Matériaux et minéraux;Sulfure;Galène;PbS;Entité ou catalogue;Confirmé;PbS;Cristal cubique;Gisements hydrothermaux;Minerai principal du plomb;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00325;Matériaux et minéraux;Sulfure;Sphalérite;ZnS;Entité ou catalogue;Confirmé;ZnS;Cristal cubique;Gisements hydrothermaux;Minerai principal du zinc;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00326;Matériaux et minéraux;Sulfure;Chalcopyrite;CuFeS2;Entité ou catalogue;Confirmé;CuFeS2;Cristal tétragonal;Gisements magmatiques et hydrothermaux;Minerai majeur du cuivre;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00327;Matériaux et minéraux;Sulfure;Pentlandite;(Fe,Ni)9S8;Entité ou catalogue;Confirmé;(Fe,Ni)9S8;Cristal;Gisements magmatiques;Minerai majeur du nickel;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00328;Matériaux et minéraux;Halogénure;Halite;NaCl;Entité ou catalogue;Confirmé;NaCl;Cristal cubique ionique;Évaporites, océans, glaces;Sel gemme;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00329;Matériaux et minéraux;Halogénure;Sylvite;KCl;Entité ou catalogue;Confirmé;KCl;Cristal cubique ionique;Évaporites;Minerai de potassium;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00330;Matériaux et minéraux;Halogénure;Fluorite;CaF2;Entité ou catalogue;Confirmé;CaF2;Cristal cubique;Veines hydrothermales;Fluorure minéral;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00331;Matériaux et minéraux;Oxyde;Quartz;SiO2;Entité ou catalogue;Confirmé;SiO2;Réseau tétraédrique;Croûtes planétaires, poussières;Minéral très abondant;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00332;Matériaux et minéraux;Oxyde;Corindon;Al2O3;Entité ou catalogue;Confirmé;Al2O3;Cristal trigonal;Roches métamorphiques et magmatiques;Rubis et saphir sont des variétés;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00333;Matériaux et minéraux;Oxyde;Hématite;Fe2O3;Entité ou catalogue;Confirmé;Fe2O3;Cristal trigonal;Roches, sols, Mars;Oxyde ferrique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00334;Matériaux et minéraux;Oxyde;Magnétite;Fe3O4;Entité ou catalogue;Confirmé;Fe3O4;Spinelle inverse;Roches, organismes magnétotactiques;Ferrimagnétique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00335;Matériaux et minéraux;Oxyde;Rutile;TiO2;Entité ou catalogue;Confirmé;TiO2;Cristal tétragonal;Roches, sables lourds;Polymorphe majeur de TiO2;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00336;Matériaux et minéraux;Hydroxyde;Goethite;FeO(OH);Entité ou catalogue;Confirmé;FeO(OH);Cristal orthorhombique;Sols, altération;Oxyhydroxyde de fer;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00337;Matériaux et minéraux;Carbonate;Calcite;CaCO3;Entité ou catalogue;Confirmé;CaCO3;Cristal trigonal;Roches sédimentaires, organismes;Carbonate majeur;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00338;Matériaux et minéraux;Carbonate;Aragonite;CaCO3;Entité ou catalogue;Confirmé;CaCO3;Cristal orthorhombique;Coquilles, hautes pressions;Polymorphe de la calcite;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00339;Matériaux et minéraux;Carbonate;Dolomite;CaMg(CO3)2;Entité ou catalogue;Confirmé;CaMg(CO3)2;Cristal trigonal;Roches carbonatées;Carbonate double;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00340;Matériaux et minéraux;Carbonate;Magnésite;MgCO3;Entité ou catalogue;Confirmé;MgCO3;Cristal trigonal;Roches ultramafiques, altération;Réservoir de carbone et magnésium;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00341;Matériaux et minéraux;Carbonate;Sidérite;FeCO3;Entité ou catalogue;Confirmé;FeCO3;Cristal trigonal;Sédiments, veines;Carbonate de fer;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00342;Matériaux et minéraux;Sulfate;Gypse;CaSO4·2H2O;Entité ou catalogue;Confirmé;CaSO4·2H2O;Cristal monoclinique;Évaporites, Mars;Sulfate hydraté;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00343;Matériaux et minéraux;Sulfate;Anhydrite;CaSO4;Entité ou catalogue;Confirmé;CaSO4;Cristal orthorhombique;Évaporites, profondeur;Sulfate anhydre;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00344;Matériaux et minéraux;Sulfate;Barytine;BaSO4;Entité ou catalogue;Confirmé;BaSO4;Cristal orthorhombique;Veines hydrothermales;Sulfate dense;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00345;Matériaux et minéraux;Phosphate;Apatite;Ca5(PO4)3(F,Cl,OH);Entité ou catalogue;Confirmé;Ca5(PO4)3(F,Cl,OH);Cristal hexagonal;Roches, os, dents;Réservoir majeur de phosphore;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00346;Matériaux et minéraux;Phosphate;Monazite;(Ce,La,Nd,Th)PO4;Entité ou catalogue;Confirmé;(Ce,La,Nd,Th)PO4;Cristal monoclinique;Granites, sables lourds;Porteur de terres rares;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00347;Matériaux et minéraux;Silicate, nésosilicate;Olivine;(Mg,Fe)2SiO4;Entité ou catalogue;Confirmé;(Mg,Fe)2SiO4;Tétraèdres isolés;Manteaux planétaires, météorites;Solution forstérite-fayalite;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00348;Matériaux et minéraux;Silicate, pyroxène;Enstatite;MgSiO3;Entité ou catalogue;Confirmé;MgSiO3;Chaînes simples;Manteaux, météorites;Pyroxène magnésien;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00349;Matériaux et minéraux;Silicate, pyroxène;Diopside;CaMgSi2O6;Entité ou catalogue;Confirmé;CaMgSi2O6;Chaînes simples;Roches magmatiques et métamorphiques;Clinopyroxène;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00350;Matériaux et minéraux;Silicate, amphibole;Trémolite;Ca2Mg5Si8O22(OH)2;Entité ou catalogue;Confirmé;Ca2Mg5Si8O22(OH)2;Chaînes doubles;Roches métamorphiques;Amphibole;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00351;Matériaux et minéraux;Silicate, mica;Muscovite;KAl2(AlSi3O10)(OH)2;Entité ou catalogue;Confirmé;KAl2(AlSi3O10)(OH)2;Feuillets;Granites, métamorphites;Mica blanc;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00352;Matériaux et minéraux;Silicate, mica;Biotite;K(Mg,Fe)3AlSi3O10(F,OH)2;Entité ou catalogue;Confirmé;K(Mg,Fe)3AlSi3O10(F,OH)2;Feuillets;Roches magmatiques et métamorphiques;Mica sombre;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00353;Matériaux et minéraux;Silicate, feldspath;Orthose;KAlSi3O8;Entité ou catalogue;Confirmé;KAlSi3O8;Réseau tridimensionnel;Granites, roches continentales;Feldspath potassique;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00354;Matériaux et minéraux;Silicate, feldspath;Albite;NaAlSi3O8;Entité ou catalogue;Confirmé;NaAlSi3O8;Réseau tridimensionnel;Roches magmatiques et métamorphiques;Pôle sodique des plagioclases;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00355;Matériaux et minéraux;Silicate, feldspath;Anorthite;CaAl2Si2O8;Entité ou catalogue;Confirmé;CaAl2Si2O8;Réseau tridimensionnel;Basaltes, anorthosites;Pôle calcique des plagioclases;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00356;Matériaux et minéraux;Silicate, argile;Kaolinite;Al2Si2O5(OH)4;Entité ou catalogue;Confirmé;Al2Si2O5(OH)4;Feuillets;Sols, altération;Argile 1:1;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00357;Matériaux et minéraux;Silicate, argile;Montmorillonite;(Na,Ca)0.33(Al,Mg)2Si4O10(OH)2·nH2O;Entité ou catalogue;Confirmé;(Na,Ca)0.33(Al,Mg)2Si4O10(OH)2·nH2O;Feuillets gonflants;Sols, sédiments;Smectite réactive;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00358;Matériaux et minéraux;Silicate, zéolite;Clinoptilolite;(Na,K,Ca)2-3Al3(Al,Si)2Si13O36·12H2O;Entité ou catalogue;Confirmé;(Na,K,Ca)2-3Al3(Al,Si)2Si13O36·12H2O;Réseau poreux;Roches volcaniques altérées;Zéolite naturelle;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00359;Matériaux et minéraux;Silicate, grenat;Pyrope;Mg3Al2Si3O12;Entité ou catalogue;Confirmé;Mg3Al2Si3O12;Réseau de grenat;Manteau, métamorphites;Grenat magnésien;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00360;Matériaux et minéraux;Silicate haute pression;Ringwoodite;Mg2SiO4;Entité ou catalogue;Confirmé;Mg2SiO4;Spinelle;Zone de transition du manteau, météorites;Porteur potentiel d'eau;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00361;Matériaux et minéraux;Silicate haute pression;Bridgmanite;(Mg,Fe)SiO3;Entité ou catalogue;Confirmé indirectement et en laboratoire;(Mg,Fe)SiO3;Structure pérovskite;Manteau inférieur terrestre;Probablement le minéral le plus abondant de la Terre;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00362;Matériaux et minéraux;Oxyde haute pression;Ferropericlase;(Mg,Fe)O;Entité ou catalogue;Confirmé;(Mg,Fe)O;Structure halite;Manteau inférieur;Phase majeure du manteau profond;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00363;Matériaux et minéraux;Silicate haute pression;Post-pérovskite;MgSiO3;Entité ou catalogue;Confirmé en laboratoire, inféré dans la Terre;MgSiO3;Structure lamellaire dense;Couche D'' du manteau;Phase de très haute pression;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
MAT-00364;Matériaux et minéraux;Glace minérale;Glace Ih;H2O;Entité ou catalogue;Confirmé;H2O;Réseau hexagonal;Terre, lunes, comètes;Glace ordinaire;Variable selon gisement, pureté et localisation;Non quantifié;https://www.rruff.net/ima-mineral-list/;MAT
